SUID,SU_Count,SU_ModCount,AncientCount,SU_Row,SU_Line,SU_RInt,SU_Lint,SU_LU,SU_AgrCond,SU_Vis,SU_Pass,Strategy,SU_Sample,SU_Diag,SU_Frag,SU_Wear,SU_AC,SU_HM,SU_Daub,SU_Lithic,SU_Date,Shape_Length,Shape_Area,Area_ha
20075,23,23,0,5,7,10,10,4,2,4,1,1,0,0,0,0,0,0,0,0,20090306,238.9449723,"3,382.91",0.3382905
20076,28,28,0,5,7,10,10,4,2,4,1,1,1,0,0,0,0,0,0,0,20090306,263.4066274,"4,280.46",0.4280465
20077,40,39,1,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,262.6403195,"4,232.21",0.4232211
20078,49,46,3,5,7,10,10,1,1,5,1,1,1,0,0,0,0,0,0,0,20090306,270.590741,"4,401.80",0.4401797
20079,32,31,1,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,280.51146,"4,676.70",0.4676695
20080,65,65,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,282.7536459,"4,726.79",0.4726789
20081,20,20,0,7,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,288.8401534,"4,767.61",0.476761
20082,8,8,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,243.1732799,"3,183.90",0.3183905
20083,18,18,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,274.1713125,"4,541.75",0.4541753
20084,43,43,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,280.2628023,"4,777.08",0.4777076
20085,25,25,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090306,262.0344608,"3,955.13",0.3955127
20086,25,25,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090306,285.3172815,"4,847.91",0.4847911
20087,33,32,1,5,7,10,10,1,2,1,1,1,0,0,0,0,0,0,0,0,20090306,286.319297,"4,852.67",0.485267
20088,37,37,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090306,284.7652941,"4,794.94",0.4794942
20089,39,39,0,5,7,10,10,1,1,5,2,1,0,0,0,0,0,0,0,0,20090306,292.567051,"5,076.96",0.5076964
20090,18,18,0,5,7,10,10,1,1,5,2,1,0,0,0,0,0,0,0,0,20090306,299.6846111,"5,333.41",0.5333411
20091,31,31,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,307.3871259,"5,684.41",0.5684413
20092,21,21,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,303.7255978,"5,482.29",0.5482291
20093,43,43,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,310.3427807,"4,721.02",0.4721023
20094,56,56,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,258.8094404,"4,140.63",0.4140625
20095,20,20,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,339.6706709,"4,656.51",0.4656511
20096,6,6,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,272.8418929,"4,613.74",0.4613742
20097,0,0,0,6,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090306,308.1439092,"6,026.45",0.6026446
20098,9,9,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,269.2754376,"4,411.79",0.4411792
20099,1,1,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,273.9058562,"4,479.54",0.4479537
20100,0,0,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,266.9579109,"4,205.17",0.420517
20101,0,0,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,298.6736197,"5,414.88",0.5414884
20102,2,2,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,302.1728579,"5,543.63",0.554363
20103,0,0,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,295.6432974,"5,265.70",0.5265699
20104,0,0,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,278.7282577,"4,583.50",0.4583502
20105,1,1,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,287.753133,"4,888.31",0.4888315
20106,3,3,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,302.1513298,"5,473.64",0.5473642
20107,3,3,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,304.7160905,"5,618.91",0.5618913
20108,1,1,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090307,307.0956987,"5,728.73",0.5728735
20109,0,0,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090307,309.0564387,"5,744.10",0.5744095
20110,0,0,0,5,7,10,10,1,2,1,1,1,0,0,0,0,0,0,0,0,20090307,287.9441789,"3,820.74",0.3820739
20111,2,2,0,5,7,10,10,1,2,4,1,1,0,0,0,0,0,0,0,0,20090307,192.8724652,"2,352.85",0.2352854
20112,1,1,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090307,279.9392836,"4,024.38",0.4024377
20113,0,0,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,282.0921798,"4,801.02",0.4801018
20114,1,1,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,286.5715019,"4,952.65",0.4952653
20115,1,1,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,285.1241534,"4,912.20",0.4912204
20116,0,0,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090307,293.0804616,"5,260.89",0.5260888
20117,0,0,0,5,7,10,10,1,1,4,1,1,0,0,0,0,0,0,0,0,20090307,303.8086515,"5,574.56",0.5574565
20118,3,3,0,5,7,10,10,1,1,4,1,1,0,0,0,0,0,0,0,0,20090307,282.098568,"4,915.17",0.4915171
20119,0,0,0,5,7,10,10,1,1,4,1,1,0,0,0,0,0,0,0,0,20090307,251.8299444,"3,713.82",0.3713823
20120,0,0,0,5,7,10,10,1,2,4,1,1,0,0,0,0,0,0,0,0,20090307,202.9469497,"2,435.99",0.2435986
20121,3,3,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090307,172.6441368,"1,721.40",0.1721396
20122,1,1,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090307,190.6554407,"1,205.59",0.1205589
20123,16,16,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090307,309.0127229,"5,552.08",0.5552082
20124,8,8,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090307,308.4054115,"5,359.29",0.5359291
20125,3,3,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090307,313.9963018,"5,540.13",0.5540125
20126,0,0,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090307,300.6215807,"5,014.12",0.5014123
20127,5,5,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090307,312.7753455,"5,782.69",0.5782695
20128,6,6,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090307,310.3456782,"5,726.58",0.5726578
20129,1,1,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090307,298.3684449,"5,343.75",0.5343747
20130,2,2,0,5,7,10,10,1,2,4,1,1,0,0,0,0,0,0,0,0,20090307,319.1873731,"6,154.56",0.6154556
20131,1,1,0,5,6,10,10,1,2,4,1,1,0,0,0,0,0,0,0,0,20090307,317.3519731,"6,009.87",0.6009868
20132,0,0,0,5,5,10,10,1,2,4,1,1,0,0,0,0,0,0,0,0,20090307,286.9508391,"4,851.68",0.4851677
20133,7,7,0,5,3,10,10,1,2,4,1,1,0,0,0,0,0,0,0,0,20090307,213.1128956,"2,831.91",0.2831913
20134,1,1,0,5,3,10,10,1,2,4,1,1,0,0,0,0,0,0,0,0,20090307,171.6886065,"1,821.82",0.1821818
20135,0,0,0,7,2,10,10,1,2,4,1,1,0,0,0,0,0,0,0,0,20090307,193.0377408,"1,757.37",0.1757375
20136,35,35,0,5,3,10,10,1,2,4,1,1,0,0,0,0,0,0,0,0,20090307,141.2149106,"1,220.32",0.1220324
20137,7,7,0,7,3,10,10,1,2,4,1,1,0,0,0,0,0,0,0,0,20090307,175.4376625,"1,170.39",0.1170392
20138,10,10,0,5,5,10,10,1,2,3,1,1,0,0,0,0,0,0,0,0,20090307,187.8740741,"1,704.98",0.1704982
20139,25,25,0,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,352.4179321,"7,500.55",0.7500546
20140,2,2,0,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,341.8627754,"7,211.51",0.7211515
20141,10,9,1,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,324.9740509,"6,249.01",0.6249007
20142,1,1,0,2,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,293.9195036,"3,301.78",0.3301777
20143,14,14,0,5,2,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,154.609907,"1,012.51",0.1012513
20144,8,8,0,5,2,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,160.1903262,"1,153.37",0.1153372
20145,48,48,0,5,7,10,10,1,2,4,1,1,0,0,0,0,0,0,0,0,20090308,218.7851536,"2,928.54",0.292854
20146,69,66,3,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,256.3007479,"4,171.25",0.4171252
20147,38,38,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,295.9376343,"5,463.55",0.5463549
20148,26,26,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,293.3027364,"5,346.96",0.5346959
20149,30,30,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,312.1108232,"5,815.56",0.5815564
20150,20,20,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,339.2683523,"7,119.75",0.7119749
20151,40,39,1,5,7,10,10,3,3,5,1,1,0,0,0,0,0,0,0,0,20090308,328.7458408,"6,657.89",0.6657889
20152,33,31,2,5,7,10,10,3,3,5,1,1,0,0,0,0,0,0,0,0,20090308,325.6092586,"6,477.31",0.6477306
20153,56,55,1,5,7,10,10,3,3,5,1,1,0,0,0,0,0,0,0,0,20090308,353.2605788,"7,665.12",0.766512
20154,37,36,1,5,7,10,10,1,3,4,1,1,0,0,0,0,0,0,0,0,20090308,348.1665713,"7,489.79",0.7489791
20155,18,17,1,5,6,10,10,1,3,1,1,1,0,0,0,0,0,0,0,0,20090308,247.014446,"3,716.13",0.3716126
20156,15,15,0,4,6,10,10,1,3,1,1,1,0,0,0,0,0,0,0,0,20090308,312.5868888,"6,056.53",0.6056527
20157,28,27,1,5,7,10,10,1,3,3,1,1,0,0,0,0,0,0,0,0,20090308,307.821128,"5,701.76",0.5701758
20158,12,11,1,5,7,10,10,1,3,4,1,1,0,0,0,0,0,0,0,0,20090308,334.7665429,"6,905.33",0.6905327
20159,14,14,0,5,7,10,10,1,3,3,1,1,0,0,0,0,0,0,0,0,20090308,310.7765568,"5,822.97",0.5822971
20160,31,30,1,5,7,10,10,1,2,3,1,1,0,0,0,0,0,0,0,0,20090308,320.607463,"6,313.25",0.6313247
20161,31,31,0,5,7,10,10,1,2,3,1,1,0,0,0,0,0,0,0,0,20090308,303.9007552,"5,560.97",0.5560971
20162,31,31,0,5,7,10,10,1,2,2,1,1,0,0,0,0,0,0,0,0,20090308,298.6816867,"5,207.73",0.520773
20163,51,51,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,311.0137372,"5,629.30",0.5629305
20164,96,95,1,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,326.9834939,"6,410.21",0.6410208
20165,68,68,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,309.5921,"5,516.26",0.5516262
20166,51,50,1,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,338.032646,"6,811.82",0.6811819
20167,18,17,1,5,7,10,10,1,2,3,1,1,0,0,0,0,0,0,0,0,20090308,305.8758933,"5,126.41",0.5126413
20168,34,34,0,5,7,10,10,1,2,4,1,1,0,0,0,0,0,0,0,0,20090308,332.0278531,"6,474.51",0.6474514
20169,22,22,0,5,7,10,10,1,3,4,1,1,0,0,0,0,0,0,0,0,20090308,303.4405115,"5,339.71",0.5339707
20170,14,13,1,5,7,10,10,1,3,2,1,1,1,0,0,0,0,0,0,0,20090308,312.5347934,"5,885.49",0.5885485
20171,23,23,0,5,7,10,10,1,3,3,1,1,0,0,0,0,0,0,0,0,20090308,287.3956645,"4,797.06",0.4797063
20172,35,34,1,5,7,10,10,1,3,3,1,1,0,0,0,0,0,0,0,0,20090308,307.1392025,"5,807.82",0.580782
20173,26,25,1,5,7,10,10,1,3,3,1,1,0,0,0,0,0,0,0,0,20090308,294.9665894,"5,327.77",0.5327769
20174,20,20,0,5,7,10,10,1,3,3,1,1,0,0,0,0,0,0,0,0,20090308,300.0914198,"5,546.48",0.5546481
20175,31,31,0,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,286.7728333,"5,022.51",0.5022512
20176,20,18,2,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,298.5571908,"5,638.85",0.5638852
20177,13,13,0,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,293.1633589,"5,371.55",0.537155
20178,14,14,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,307.5069715,"5,886.17",0.5886165
20179,4,4,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,304.0188909,"5,694.76",0.5694762
20180,19,19,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,274.4420758,"4,437.99",0.4437988
20181,41,41,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,301.8889266,"5,567.20",0.55672
20182,24,24,0,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,322.0615934,"6,314.15",0.6314145
20183,21,21,0,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,342.1237162,"7,038.92",0.7038915
20184,36,35,1,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,367.7089763,"8,263.70",0.8263697
20185,24,24,0,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,342.383499,"6,718.37",0.6718366
20186,46,45,1,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,359.5194626,"7,612.88",0.7612882
20187,35,35,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,352.0391661,"7,415.57",0.7415573
20188,23,23,0,5,7,10,10,1,2,3,1,1,0,0,0,0,0,0,0,0,20090308,342.3721176,"7,026.28",0.7026281
20189,20,19,1,5,7,10,10,1,2,3,1,1,0,0,0,0,0,0,0,0,20090308,339.6654596,"6,783.88",0.6783883
20190,32,30,2,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,359.4452964,"7,867.66",0.7867656
20191,25,24,1,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,324.0475031,"6,003.85",0.6003848
20192,28,26,2,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,302.9418022,"5,345.18",0.5345175
20193,51,51,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,325.7172278,"6,398.06",0.6398063
20194,40,39,1,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,337.9450676,"6,879.90",0.6879897
20195,19,18,1,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,334.0884914,"6,319.77",0.6319774
20196,35,33,2,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,358.9712705,"7,580.95",0.758095
20197,35,35,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,343.3964941,"6,893.28",0.6893283
20198,43,42,1,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,338.0972776,"6,866.14",0.6866138
20199,59,59,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,336.8348211,"6,843.19",0.6843187
20200,39,39,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,349.0341443,"7,371.29",0.7371292
20201,45,45,0,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,329.0334907,"6,376.72",0.6376715
20202,72,69,3,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,395.8115566,"9,755.25",0.9755248
20203,24,23,1,5,7,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090308,324.9021407,"6,524.62",0.652462
20204,42,42,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090308,298.7342146,"5,380.02",0.5380023
20205,20,20,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090308,309.5439352,"5,933.96",0.5933964
20206,31,31,0,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,306.7139033,"5,853.97",0.5853971
20207,51,49,2,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,309.1842347,"5,962.73",0.5962734
20208,44,44,0,5,7,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090308,294.691719,"5,492.30",0.54923
20209,20,20,0,5,7,10,10,1,3,4,1,1,0,0,0,0,0,0,0,0,20090308,287.9144271,"5,170.34",0.5170341
20210,24,22,2,5,7,10,10,1,3,3,1,1,0,0,0,0,0,0,0,0,20090308,301.9455621,"5,664.32",0.5664322
20211,36,36,0,5,7,10,10,1,3,4,1,1,0,0,0,0,0,0,0,0,20090308,301.1062934,"5,586.88",0.5586876
20212,36,34,2,5,7,10,10,1,3,4,1,1,0,0,0,0,0,0,0,0,20090308,303.9009316,"5,707.64",0.5707642
20213,22,22,0,5,7,10,10,1,4,3,1,1,0,0,0,0,0,0,0,0,20090308,238.6314815,"3,255.48",0.3255481
20214,29,29,0,5,7,10,10,1,4,2,1,1,0,0,0,0,0,0,0,0,20090308,319.4762868,"6,217.16",0.6217161
20215,66,65,1,5,7,10,10,1,3,3,1,1,0,0,0,0,0,0,0,0,20090308,295.2006569,"5,147.44",0.514744
20216,92,88,4,5,7,10,10,1,1,5,2,1,0,0,0,0,0,0,0,0,20090308,292.4711821,"5,312.41",0.5312406
20217,91,89,2,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090308,290.0142605,"5,188.70",0.5188705
20218,65,63,2,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090308,287.3143878,"5,110.26",0.5110256
20219,65,63,2,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090308,300.2301713,"5,474.71",0.5474713
20220,111,106,5,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090308,321.9739132,"6,315.52",0.6315517
20221,64,63,1,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090308,317.5465025,"5,951.57",0.5951574
20222,18,18,0,4,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090308,248.8326205,"2,976.55",0.2976547
20223,9,9,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090308,272.129131,"4,529.26",0.452926
20224,26,25,1,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090308,258.2551272,"4,073.51",0.407351
20225,50,50,0,5,7,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090308,296.0568965,"5,197.13",0.5197129
20226,55,51,4,5,7,10,10,1,1,5,1,1,1,0,0,0,0,0,0,0,20090308,276.8049065,"4,651.49",0.4651491
20227,49,48,1,5,7,10,10,1,1,2,1,1,0,0,0,0,0,0,0,0,20090308,270.071031,"4,529.51",0.452951
20228,46,45,1,5,7,10,10,1,1,2,1,1,0,0,0,0,0,0,0,0,20090308,277.1444596,"4,901.07",0.4901071
20229,57,57,0,5,7,10,10,1,1,3,1,1,0,0,0,0,0,0,0,0,20090308,252.0647628,"3,954.80",0.3954804
20230,65,65,0,6,7,10,10,1,1,3,1,1,0,0,0,0,0,0,0,0,20090308,266.5025557,"4,197.52",0.4197516
20231,9,9,0,5,6,10,10,1,2,4,1,1,0,0,0,0,0,0,0,0,20090309,354.9960291,"6,744.90",0.6744896
20232,28,28,0,5,6,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090309,352.6394268,"6,691.51",0.6691507
20233,26,26,0,5,6,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090309,361.3094014,"6,846.31",0.6846311
20234,25,25,0,7,6,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090309,435.0299388,"9,646.35",0.9646355
20235,27,27,0,5,6,10,10,1,1,5,2,1,0,0,0,0,0,0,0,0,20090309,378.7553529,"7,109.63",0.7109634
20236,32,32,0,4,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,308.2780761,"4,009.23",0.4009228
20237,18,18,0,5,6,10,10,1,3,2,1,1,0,0,0,0,0,0,0,0,20090309,277.9796628,"4,781.96",0.4781962
20238,24,24,0,5,6,10,10,1,3,4,1,1,0,0,0,0,0,0,0,0,20090309,288.6327273,"5,177.40",0.5177396
20239,30,30,0,5,6,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090309,284.9243935,"5,081.68",0.5081676
20240,23,23,0,5,6,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090309,264.8525668,"4,382.42",0.4382417
20241,23,21,2,5,6,10,10,1,3,5,1,1,0,0,0,0,0,0,0,0,20090309,253.0306259,"4,044.94",0.4044942
20242,12,12,0,3,6,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090309,200.0390192,"2,344.33",0.2344328
20243,24,24,0,5,6,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090309,311.1454977,"5,839.98",0.5839983
20244,14,14,0,5,6,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090309,302.5996688,"5,409.93",0.5409926
20245,31,30,1,5,6,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090309,294.4373696,"5,167.52",0.5167517
20246,30,29,1,5,6,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090309,312.6629584,"5,985.13",0.5985126
20247,10,10,0,3,6,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090309,267.0303521,"3,896.73",0.389673
20248,16,16,0,5,6,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090309,234.1555957,"3,507.50",0.3507499
20249,25,24,1,5,6,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090309,245.1962131,"3,794.25",0.3794253
20250,17,17,0,5,6,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,20090309,261.9501595,"4,246.35",0.4246352
20251,12,12,0,5,6,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090309,285.2755519,"4,993.27",0.4993269
20252,37,37,0,5,6,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090309,262.379168,"4,216.37",0.4216374
20253,38,37,1,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,238.2327593,"3,502.16",0.3502158
20254,43,43,0,5,6,10,10,1,1,5,2,1,0,0,0,0,0,0,0,0,20090309,246.9225287,"3,793.21",0.379321
20255,21,21,0,3,6,10,10,1,1,5,2,1,0,0,0,0,0,0,0,0,20090309,189.1047175,"1,889.68",0.1889682
20256,20,19,1,5,6,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090309,242.482834,"3,670.24",0.3670245
20257,18,17,1,5,6,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090309,197.7991275,"2,378.41",0.2378406
20258,5,5,0,4,6,10,10,1,1,5,1,1,0,0,0,0,0,0,0,0,20090309,152.5886209,879.9053932,0.0879905
20259,40,40,0,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,247.3392545,"3,935.54",0.3935539
20260,21,21,0,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,238.9144219,"3,550.76",0.355076
20261,18,18,0,3,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,200.1033972,"2,376.18",0.2376177
20262,53,53,0,7,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,261.2949599,"4,262.60",0.4262603
20263,65,65,0,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,251.1110972,"3,939.65",0.3939651
20264,55,55,0,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,250.1257734,"3,905.21",0.3905214
20265,35,35,0,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,269.6576681,"4,525.60",0.4525603
20266,15,15,0,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,644.9594572,"16,820.62",1.6820619
20267,23,23,0,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,244.581854,"3,671.11",0.3671106
20268,3,3,0,2,6,10,10,1,1,4,3,1,0,0,0,0,0,0,0,0,20090309,173.0282316,"1,726.06",0.1726062
20269,33,33,0,5,6,10,10,1,1,4,3,1,0,0,0,0,0,0,0,0,20090309,291.5103004,"5,295.25",0.5295252
20270,61,61,0,6,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,279.4275894,"4,801.34",0.4801342
20271,73,70,3,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,295.709566,"5,391.70",0.5391696
20272,73,71,2,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,296.1929599,"5,339.70",0.5339698
20273,44,44,0,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,283.0566285,"4,896.76",0.4896759
20274,55,53,2,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,294.2408609,"5,289.42",0.5289423
20275,80,80,0,6,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,298.4162205,"5,436.42",0.5436419
20276,61,56,5,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,312.0379424,"5,795.97",0.5795972
20277,48,44,4,5,6,10,10,1,1,5,3,1,1,0,0,0,1,0,0,0,20090309,267.9425659,"4,080.86",0.4080863
20278,37,34,3,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,290.2819858,"5,128.84",0.512884
20279,37,36,1,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,277.2121232,"4,636.30",0.4636297
20280,25,23,2,4,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,279.4017136,"4,677.52",0.4677523
20281,27,26,1,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,272.3109388,"4,413.55",0.4413552
20282,16,16,0,4,6,10,10,1,1,5,3,1,1,0,0,0,0,0,0,0,20090309,283.8377576,"4,843.09",0.4843089
20283,21,21,0,5,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,254.5350285,"3,887.71",0.3887713
20284,10,10,0,3,6,10,10,1,1,5,3,1,0,0,0,0,0,0,0,0,20090309,255.5081683,"3,868.41",0.3868414
