SUID,SU_Count,SU_ModCoun,AncientCou,SU_Row,SU_Line,SU_RInt,SU_LInt,SU_LU,SU_AgrCond,SU_Pass,SU_Vis,Strategy,SU_Sample,SU_Diag,SU_Frag,SU_Wear,SU_AC,SU_Daub,SU_HM,SU_Lithic,SU_Date,Shape_Leng,Shape_Area,Area_ha
60000,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,266.6981644,"4,426.98",0.442698
60001,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,274.7702461,"4,677.09",0.467708
60002,2,0,2,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,298.8186517,"5,448.48",0.544848
60003,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,323.2688599,"6,474.09",0.647409
60004,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,349.4884385,"7,525.56",0.752556
60005,0,0,0,3,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,263.4749983,"3,878.82",0.387882
60006,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,306.7843651,"5,840.05",0.584005
60007,1,1,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,311.3616395,"5,997.23",0.599723
60008,2,0,2,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091012,325.8396054,"6,596.19",0.659619
60009,41,41,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,313.86238,"6,072.98",0.607298
60010,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,285.3257549,"4,883.45",0.488345
60011,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,305.9368339,"5,666.03",0.566603
60012,0,0,0,3,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,236.5123879,"3,004.90",0.30049
60014,1,0,1,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,265.4792022,"4,407.88",0.440788
60015,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,315.4774812,"6,125.22",0.612522
60016,1,0,1,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,308.5570864,"5,939.18",0.593918
60017,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,309.6984611,"5,987.88",0.598788
60018,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,326.7837542,"6,657.71",0.665771
60019,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,322.1661267,"6,451.23",0.645123
60020,0,0,0,2,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091012,221.7090703,"2,389.81",0.238981
60021,0,0,0,5,5,20,20,4,2,1,1,2,0,0,0,0,0,0,0,0,20091012,439.5916905,"12,129.83",1.21298
60022,0,0,0,5,5,20,20,4,2,1,1,2,0,0,0,0,0,0,0,0,20091012,440.1514282,"12,038.10",1.20381
60023,0,0,0,5,5,20,20,4,2,1,1,2,0,0,0,0,0,0,0,0,20091012,442.1448592,"11,961.16",1.19612
60024,0,0,0,5,5,20,20,4,2,1,1,2,0,0,0,0,0,0,0,0,20091012,430.8046553,"11,201.28",1.12013
60025,0,0,0,5,5,20,20,4,7,1,1,2,0,0,0,0,0,0,0,0,20091012,415.2605877,"10,678.17",1.06782
60026,0,0,0,5,5,20,20,4,7,1,1,2,0,0,0,0,0,0,0,0,20091012,422.5889817,"11,151.05",1.11511
60027,0,0,0,5,5,20,20,4,7,1,1,2,0,0,0,0,0,0,0,0,20091012,412.6975394,"10,607.37",1.06074
60028,0,0,0,3,5,20,20,4,7,1,1,2,0,0,0,0,0,0,0,0,20091012,312.4799346,"5,363.86",0.536386
60029,0,0,0,5,5,20,20,4,7,1,1,2,0,0,0,0,0,0,0,0,20091012,395.4964171,"9,492.51",0.949251
60030,0,0,0,5,5,20,20,4,7,1,1,2,0,0,0,0,0,0,0,0,20091012,413.564789,"10,441.44",1.04414
60031,0,0,0,4,5,20,20,4,7,1,1,2,0,0,0,0,0,0,0,0,20091012,385.0824366,"9,072.45",0.907245
60032,0,0,0,5,3,20,20,1,7,1,1,2,0,0,0,0,0,0,0,0,20091012,304.2807665,"5,035.15",0.503515
60033,0,0,0,5,3,20,20,1,7,1,1,2,0,0,0,0,0,0,0,0,20091012,331.2748097,"6,590.43",0.659043
60034,0,0,0,4,3,20,20,1,6,1,1,2,0,0,0,0,0,0,0,0,20091012,386.952877,"9,094.64",0.909464
60035,0,0,0,5,5,20,20,1,6,1,1,2,0,0,0,0,0,0,0,0,20091012,321.4488724,"6,416.50",0.64165
60036,1,1,0,5,4,20,20,1,6,1,1,2,0,0,0,0,0,0,0,0,20091012,356.2987482,"6,717.29",0.671729
60037,1,0,1,3,4,20,20,1,6,1,1,2,0,0,0,0,0,0,0,0,20091012,323.4281484,"3,990.37",0.399037
60038,0,0,0,5,5,20,20,1,7,1,1,2,0,2,0,0,0,0,0,0,20091012,245.8316524,"3,721.33",0.372133
60039,4,4,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,307.2218744,"5,808.35",0.580835
60040,4,4,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,339.1280042,"7,050.65",0.705065
60041,1,1,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,395.121026,"9,504.10",0.95041
60042,4,4,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,365.9658903,"8,207.82",0.820782
60043,0,0,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,288.7156386,"4,991.67",0.499167
60044,0,0,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,340.6593389,"7,155.75",0.715575
60045,0,0,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,349.9573408,"7,601.67",0.760167
60046,0,0,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,369.7100906,"8,495.05",0.849505
60047,0,0,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,394.9739971,"9,744.76",0.974476
60048,0,0,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,398.1601563,"9,896.48",0.989648
60049,0,0,0,5,5,15,15,1,7,1,3,1,0,0,0,0,0,0,0,0,20091013,433.7683655,"11,748.18",1.17482
60050,0,0,0,5,5,15,15,1,7,1,3,1,0,0,0,0,0,0,0,0,20091013,430.9890647,"11,566.88",1.15669
60051,0,0,0,5,5,15,15,1,7,1,3,1,0,0,0,0,0,0,0,0,20091013,400.0173656,"9,865.61",0.986561
60052,0,0,0,5,5,15,15,1,7,1,3,1,0,0,0,0,0,0,0,0,20091013,382.5973692,"9,137.67",0.913767
60053,0,0,0,5,5,15,15,1,7,1,3,1,0,0,0,0,0,0,0,0,20091013,388.0488937,"9,402.56",0.940256
60054,0,0,0,5,5,15,15,1,7,1,3,1,0,0,0,0,0,0,0,0,20091013,386.9734894,"9,316.69",0.931669
60055,0,0,0,5,5,15,15,1,7,1,3,1,0,0,0,0,0,0,0,0,20091013,404.236637,"10,104.95",1.01049
60056,0,0,0,5,5,15,15,1,7,1,3,1,0,0,0,0,0,0,0,0,20091013,408.1742164,"10,394.63",1.03946
60057,0,0,0,5,5,15,15,1,7,1,3,1,0,0,0,0,0,0,0,0,20091013,309.8708461,"5,104.92",0.510492
60058,3,0,3,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,341.9726804,"7,061.98",0.706198
60059,7,0,7,5,5,15,15,1,6,1,4,1,0,1,0,0,0,0,0,0,20091013,371.2342221,"7,815.29",0.781529
60060,3,1,2,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,387.8407496,"8,904.31",0.890431
60061,0,0,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,362.3523176,"7,801.05",0.780105
60062,0,0,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,376.3302743,"8,728.17",0.872817
60063,1,0,1,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,384.1135366,"9,127.77",0.912777
60064,0,0,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,414.2912091,"10,707.97",1.0708
60065,0,0,0,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,383.5467583,"9,134.24",0.913424
60066,1,0,1,5,5,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,399.4953927,"9,929.01",0.992901
60067,0,0,0,5,3,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,362.4487731,"8,450.82",0.845082
60068,0,0,0,6,2,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,303.1011946,"4,099.70",0.40997
60069,0,0,0,5,3,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,301.4040564,"3,996.38",0.399638
60070,0,0,0,5,4,15,15,1,6,1,4,1,0,0,0,0,0,0,0,0,20091013,293.2243364,"5,413.46",0.541346
60071,1,0,1,5,5,15,15,1,7,1,3,1,0,0,0,0,0,0,0,0,20091013,360.2850551,"8,016.80",0.80168
60072,2,0,2,5,5,15,15,1,7,1,3,1,1,0,0,0,0,0,0,0,20091013,360.2770812,"8,092.28",0.809228
60073,0,0,0,5,5,15,15,1,7,1,3,1,0,0,0,0,0,0,0,0,20091013,375.1627554,"8,761.25",0.876125
60074,0,0,0,5,5,15,15,1,7,1,3,1,0,0,0,0,0,0,0,0,20091013,363.4751319,"8,246.88",0.824688
60075,3,2,1,5,5,15,15,1,7,1,3,1,0,0,0,0,0,0,0,0,20091013,357.5940376,"7,835.10",0.78351
60076,34,14,20,5,5,15,15,1,7,1,3,1,1,16,0,0,1,0,1,0,20091013,347.7496015,"7,449.36",0.744936
60077,86,0,86,5,5,15,15,1,7,1,3,1,1,38,0,0,1,0,0,0,20091013,349.2386105,"7,814.80",0.78148
60078,42,0,42,5,5,15,15,1,7,1,3,1,1,17,0,0,1,0,0,0,20091013,354.5035342,"7,847.74",0.784774
60079,3,0,3,5,5,15,15,1,7,1,3,1,1,1,0,0,0,0,0,0,20091013,326.8833522,"6,623.51",0.662351
60080,6,0,6,5,5,15,15,1,6,1,4,1,1,0,0,0,0,0,0,0,20091013,333.4850582,"6,874.97",0.687497
60081,14,0,14,5,5,15,15,1,6,1,4,1,1,0,0,0,0,0,0,0,20091013,339.801007,"7,162.00",0.7162
60082,53,0,53,5,5,15,15,1,6,1,4,1,1,5,0,0,1,0,1,0,20091013,337.4012498,"7,078.04",0.707804
60083,65,0,65,5,5,15,15,1,6,1,4,1,1,1,3,0,1,0,0,0,20091013,338.5867597,"6,995.30",0.69953
60084,10,0,10,5,5,15,15,1,6,1,4,1,1,0,0,0,0,0,0,0,20091013,334.6008294,"6,828.27",0.682827
60085,1,0,1,5,5,15,15,1,6,1,4,1,1,0,0,0,0,0,0,0,20091013,319.6064066,"6,362.40",0.63624
60086,1,0,1,6,5,15,15,1,6,1,4,1,1,0,0,0,0,0,0,0,20091013,357.2749335,"7,391.60",0.73916
60087,5,5,0,5,5,15,15,1,7,2,2,1,0,0,0,0,0,0,0,0,20091015,357.7451919,"7,484.04",0.748404
60088,15,15,0,5,5,15,15,1,7,2,2,1,0,0,0,0,0,0,0,1,20091015,365.2659102,"7,770.73",0.777073
60089,33,33,0,5,5,15,15,1,7,2,2,1,1,0,5,0,0,0,0,0,20091015,361.72095,"7,965.40",0.79654
60090,26,26,0,5,5,15,15,1,7,2,2,1,0,0,0,0,1,0,0,0,20091015,367.6065922,"8,280.80",0.82808
60091,12,12,0,5,5,15,15,1,7,2,2,1,1,2,0,0,1,0,1,0,20091015,371.7165123,"8,297.31",0.829731
60092,3,3,0,5,5,15,15,1,7,2,2,1,0,7,0,0,1,0,0,0,20091015,365.1714763,"8,346.43",0.834643
60093,16,16,0,5,5,15,15,1,7,2,2,1,0,0,0,0,0,0,0,0,20091015,336.2283795,"6,977.28",0.697728
60094,49,49,0,5,5,15,15,1,2,1,5,1,1,3,4,0,1,0,0,0,20091015,315.0549829,"6,140.20",0.61402
60095,21,21,0,5,5,15,15,1,2,1,5,1,1,7,0,0,0,0,0,0,20091015,324.5729054,"6,576.26",0.657626
60096,570,570,0,5,5,15,15,1,2,1,5,1,1,4,4,0,1,0,0,1,20091015,336.3043441,"7,039.47",0.703947
60097,"3,841","3,841",0,5,5,15,15,1,2,1,5,1,1,0,3,0,1,0,0,0,20091015,371.2985329,"8,422.70",0.84227
60098,"2,514","2,514",0,5,5,15,15,1,2,1,5,1,1,20,5,0,1,0,0,0,20091015,394.973119,"9,494.73",0.949473
60099,"1,785","1,785",0,5,5,15,15,1,2,1,5,1,1,8,4,0,1,0,0,0,20091015,366.0638465,"7,992.29",0.799229
60100,"1,695","1,695",0,5,5,15,15,1,2,1,5,1,1,31,5,0,1,0,0,0,20091015,346.6058882,"7,066.04",0.706604
60101,"1,260","1,260",0,5,5,15,15,1,2,1,5,1,1,2,4,0,1,0,0,1,20091015,318.820399,"6,308.63",0.630863
60102,747,747,0,5,5,15,15,1,2,1,5,1,1,3,0,0,1,0,0,0,20091015,337.0445372,"7,137.16",0.713716
60103,14,14,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091015,333.0197506,"6,922.00",0.6922
60104,7,7,0,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091015,248.5950202,"3,359.19",0.335919
60105,16,16,0,5,5,15,15,1,2,1,3,1,1,0,0,0,1,0,0,0,20091015,283.7791136,"4,934.04",0.493404
60106,7,7,0,5,5,15,15,1,2,1,3,1,0,0,0,0,1,0,0,0,20091015,335.4525416,"6,942.61",0.694261
60107,15,15,0,5,5,15,15,1,3,1,3,1,1,1,0,0,1,0,0,0,20091015,339.6405221,"7,140.34",0.714034
60108,619,619,0,5,5,15,15,1,2,1,3,1,0,0,0,0,1,0,0,0,20091015,477.0486244,"5,993.37",0.599337
60109,513,513,0,5,5,15,15,1,2,1,3,1,0,0,5,0,1,0,0,0,20091015,335.1465694,"7,000.40",0.70004
60110,41,41,0,5,5,15,15,1,2,1,3,1,0,0,0,0,1,0,0,0,20091015,334.5891474,"6,950.84",0.695084
60111,30,30,0,5,5,15,15,1,2,1,3,1,0,0,0,0,1,0,0,0,20091015,341.6605773,"7,118.11",0.711811
60112,14,14,0,5,5,15,15,1,2,1,3,1,0,0,0,0,1,0,0,0,20091015,388.3419298,"9,214.71",0.921471
60113,19,19,0,5,5,15,15,1,2,1,3,1,0,0,5,0,0,0,0,0,20091015,369.8551111,"7,825.47",0.782547
60114,20,20,0,5,5,15,15,1,2,1,3,1,0,0,0,0,1,0,0,0,20091015,362.020082,"6,992.05",0.699205
60115,4,4,0,5,5,15,15,1,2,1,3,1,0,0,0,0,1,0,0,0,20091015,371.7308901,"8,406.10",0.84061
60116,0,0,0,5,1,15,15,1,2,1,3,1,0,0,0,0,0,0,0,0,20091015,244.5853943,"3,120.17",0.312017
60117,1,1,0,5,3,15,15,1,2,1,3,1,0,0,0,0,0,0,0,0,20091015,225.3892495,"2,297.66",0.229766
60118,4,4,0,5,5,15,15,1,2,1,3,1,1,1,0,0,0,0,0,0,20091015,345.9012566,"7,356.27",0.735627
60119,9,9,0,5,5,15,15,1,2,1,3,1,1,1,0,0,1,0,0,0,20091015,363.993928,"7,725.28",0.772528
60120,11,11,0,5,5,15,15,1,2,1,3,1,0,0,0,0,1,0,0,0,20091015,333.9906726,"6,942.72",0.694272
60121,6,6,0,5,5,15,15,1,2,1,3,1,1,1,0,0,0,0,0,0,20091015,334.2700323,"6,975.35",0.697535
60122,1,1,0,5,5,15,15,1,2,1,3,1,1,1,4,0,1,0,0,0,20091015,353.409331,"7,733.88",0.773388
60123,4,4,0,6,5,15,15,1,2,1,3,1,0,0,5,0,0,0,0,0,20091015,313.848779,"6,036.05",0.603605
60124,0,0,0,5,3,15,15,1,2,1,3,1,0,0,0,0,0,0,0,0,20091015,265.9453537,"4,036.38",0.403638
60125,1,1,0,5,3,15,15,1,2,1,3,1,0,0,0,0,0,0,0,0,20091015,273.0503496,"4,429.98",0.442998
60126,6,6,0,5,2,15,15,1,2,1,3,1,0,0,0,0,0,0,0,0,20091015,192.7044591,"1,867.85",0.186785
60127,0,0,0,5,5,30,30,4,2,4,1,2,0,0,0,0,0,0,0,0,20091020,839.7274254,"42,425.14",4.24251
60128,0,0,0,5,5,30,30,4,2,4,1,2,0,0,0,0,0,0,0,0,20091020,902.5868937,"50,177.94",5.01779
60129,0,0,0,5,5,30,30,4,2,4,1,2,0,0,0,0,0,0,0,0,20091020,903.9584171,"51,001.42",5.10014
60130,0,0,0,5,5,30,30,4,2,4,1,2,0,0,0,0,0,0,0,0,20091020,812.1314484,"40,910.90",4.09109
60131,0,0,0,5,5,30,30,4,2,4,1,2,0,0,0,0,0,0,0,0,20091020,770.5582213,"40,003.58",4.00036
60132,0,0,0,5,5,30,30,4,2,4,1,2,0,0,0,0,0,0,0,0,20091020,527.7260333,"16,204.78",1.62048
60133,0,0,0,5,5,30,30,4,2,4,1,2,0,0,0,0,0,0,0,0,20091020,536.389468,"17,766.96",1.7767
60134,0,0,0,5,5,30,30,4,2,4,1,2,0,0,0,0,0,0,0,0,20091020,580.9332909,"21,001.00",2.1001
60135,0,0,0,5,5,20,20,4,2,4,1,2,0,0,0,0,0,0,0,0,20091020,439.5254607,"11,121.93",1.11219
60136,0,0,0,5,5,20,30,1,7,2,1,2,0,0,0,0,1,0,0,0,20091020,521.1968698,"17,550.92",1.75509
60137,0,0,0,5,5,20,30,1,7,2,1,2,0,0,0,0,0,0,0,0,20091020,549.4189329,"18,771.14",1.87711
60138,1,1,0,5,5,20,30,1,7,2,1,2,0,0,0,0,0,0,0,0,20091020,553.3205665,"19,107.66",1.91077
60139,1,1,0,5,5,20,30,1,7,2,1,2,0,0,0,0,0,0,0,0,20091020,535.6551497,"17,969.91",1.79699
60140,0,0,0,5,5,20,30,1,7,2,1,2,0,0,0,0,0,0,0,0,20091020,540.9297893,"18,258.84",1.82588
60141,0,0,0,5,5,20,30,1,7,2,1,2,0,0,0,0,0,0,0,0,20091020,555.9981833,"19,263.74",1.92637
60142,0,0,0,5,5,20,30,1,7,2,1,2,0,0,0,0,0,0,0,0,20091020,557.2188049,"19,366.96",1.9367
60143,0,0,0,5,5,20,25,1,7,2,1,2,0,0,0,0,0,0,0,0,20091020,539.739933,"18,101.98",1.8102
60144,3,3,0,5,5,20,25,1,7,2,1,2,0,0,0,0,0,0,0,0,20091020,505.9891339,"15,795.30",1.57953
60145,1,1,0,5,5,20,25,1,7,2,1,2,0,0,0,0,0,0,0,0,20091020,520.6300538,"16,387.64",1.63876
60146,1,1,0,5,5,20,25,1,7,2,1,2,0,0,0,0,0,0,0,0,20091020,496.4117441,"15,323.19",1.53232
60147,1,1,0,5,5,20,25,1,7,2,1,2,0,0,0,0,0,0,0,0,20091020,479.3493865,"14,324.01",1.4324
60148,0,0,0,5,5,20,25,1,7,2,1,2,0,0,0,0,0,0,0,0,20091020,400.1622797,"8,559.89",0.855989
60149,4,4,0,5,5,20,25,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,475.7178568,"14,122.92",1.41229
60150,3,3,0,5,5,20,25,4,2,1,2,2,0,0,0,0,1,0,0,0,20091020,481.1225784,"14,461.74",1.44617
60151,2,2,0,5,5,20,25,4,2,1,2,2,0,0,0,0,1,0,0,0,20091020,479.8298519,"14,300.15",1.43001
60152,8,8,0,5,5,20,25,4,2,1,2,2,0,0,0,0,1,0,0,0,20091020,529.6667896,"17,532.47",1.75325
60153,2,2,0,5,5,20,25,4,2,1,2,2,0,0,0,0,1,0,0,0,20091020,523.7133113,"16,883.78",1.68838
60154,0,0,0,5,5,20,30,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,556.1541427,"19,134.51",1.91345
60155,0,0,0,5,5,20,30,4,2,1,2,2,0,0,0,0,1,0,0,0,20091020,562.6358462,"19,748.32",1.97483
60156,1,1,0,5,5,20,30,4,2,1,2,2,0,0,0,0,1,0,0,0,20091020,564.1848946,"19,823.47",1.98235
60157,0,0,0,5,5,20,30,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,565.60593,"19,803.36",1.98034
60158,0,0,0,5,5,20,30,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,567.9159612,"20,020.42",2.00204
60159,0,0,0,5,5,20,30,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,570.2043529,"20,066.02",2.0066
60160,1,1,0,5,5,20,30,4,2,1,2,2,1,1,0,0,0,0,0,0,20091020,552.8384292,"18,805.52",1.88055
60161,0,0,0,6,5,20,30,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,554.5326949,"18,958.47",1.89585
60162,0,0,0,5,5,25,25,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,502.1992946,"15,660.54",1.56605
60163,0,0,0,5,5,25,25,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,492.7764221,"15,127.35",1.51273
60164,0,0,0,5,5,25,25,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,494.2424104,"15,196.53",1.51965
60165,0,0,0,5,5,25,25,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,515.969369,"16,598.95",1.65989
60166,0,0,0,5,5,25,25,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,504.4727421,"15,901.49",1.59015
60167,2,2,0,5,5,25,25,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,492.9746177,"15,148.92",1.51489
60168,0,0,0,5,5,25,25,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,501.4678473,"15,660.40",1.56604
60169,1,1,0,5,5,25,25,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,496.3234185,"15,340.95",1.53409
60170,0,0,0,5,5,25,25,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,510.5775028,"16,241.03",1.6241
60171,2,2,0,5,5,25,25,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,539.0319045,"16,967.68",1.69677
60172,0,0,0,5,3,25,25,4,2,1,2,2,0,0,0,0,0,0,0,0,20091020,490.1874556,"11,135.96",1.1136
60173,17,0,17,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091020,315.4985023,"6,072.62",0.607262
60174,9,9,0,5,5,15,15,1,2,1,5,1,1,0,0,0,1,0,0,0,20091020,333.7158438,"6,938.72",0.693872
60175,1,1,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091020,258.1674843,"3,582.50",0.35825
60176,29,28,1,5,5,15,15,1,2,1,5,1,1,2,0,0,1,0,0,0,20091020,348.5056015,"7,552.73",0.755273
60177,15,15,0,5,5,15,15,1,2,1,5,1,1,0,0,0,1,0,0,1,20091020,326.1201417,"6,637.56",0.663756
60178,2,2,0,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091020,240.6028026,"3,047.26",0.304726
60179,6,6,0,5,5,15,15,1,2,1,5,1,1,0,0,0,1,0,0,1,20091020,323.3683842,"6,414.21",0.641421
60180,18,18,0,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091020,340.0257445,"7,114.27",0.711427
60181,21,21,0,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091020,304.5835009,"5,423.26",0.542326
60182,3,3,0,5,5,15,15,1,2,1,5,1,1,3,0,0,1,0,0,0,20091020,346.3746023,"7,467.49",0.746749
60183,22,22,0,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091020,350.9530752,"7,693.31",0.769331
60184,14,14,0,4,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091020,248.5843782,"3,428.90",0.34289
60185,15,15,0,5,5,15,15,1,2,1,5,1,1,2,0,0,1,0,0,0,20091020,314.0485214,"6,083.95",0.608395
60186,35,35,0,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091020,320.8214333,"6,395.41",0.639541
60187,11,11,0,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091020,294.05248,"5,271.87",0.527187
60188,2,2,0,5,5,15,15,1,7,2,4,1,0,0,0,0,0,0,0,0,20091020,322.2861568,"5,883.72",0.588372
60189,2,2,0,5,5,15,15,1,7,2,4,1,0,0,0,0,0,0,0,0,20091020,329.1138817,"6,728.30",0.67283
60190,8,8,0,5,5,15,15,1,7,2,4,1,0,0,0,0,0,0,0,0,20091020,338.53418,"6,977.90",0.69779
60191,4,4,0,5,5,15,15,1,7,2,4,1,0,0,0,0,1,0,0,0,20091020,343.6527023,"7,262.28",0.726228
60192,5,5,0,5,5,15,15,1,7,2,4,1,0,0,0,0,0,0,0,0,20091020,342.8289729,"7,273.08",0.727308
60193,4,4,0,5,5,15,15,1,7,2,4,1,0,0,0,0,0,0,0,0,20091020,326.1239413,"6,577.24",0.657724
60194,0,0,0,3,5,15,15,1,7,2,4,1,0,0,0,0,0,0,0,0,20091020,225.3887166,"2,668.87",0.266887
60195,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091021,323.4128332,"6,452.72",0.645272
60196,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091021,337.1131325,"7,062.92",0.706292
60197,1,1,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091021,349.0303605,"7,431.60",0.74316
60198,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091021,334.9020163,"6,909.38",0.690938
60199,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091021,333.4655445,"6,913.17",0.691317
60200,5,5,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091021,351.9497354,"7,689.43",0.768943
60201,2,2,0,5,5,15,15,1,2,1,5,1,1,1,0,0,0,0,0,1,20091021,362.7975626,"8,290.21",0.829021
60202,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091021,337.8500458,"6,077.23",0.607723
60203,7,7,0,5,5,15,15,1,1,2,3,1,1,1,0,0,1,0,0,0,20091021,282.2462067,"3,374.71",0.337471
60204,6,6,0,5,5,20,20,1,1,2,3,1,0,0,0,0,1,0,0,0,20091021,309.7658903,"5,922.05",0.592205
60205,7,7,0,5,5,20,20,1,1,2,3,1,0,0,0,0,1,0,0,0,20091021,331.6517262,"6,835.93",0.683593
60206,6,6,0,5,5,15,15,1,1,2,3,1,0,0,0,0,1,0,0,0,20091021,307.4775259,"5,295.69",0.529569
60207,16,16,0,5,5,15,15,1,1,2,3,1,0,0,0,0,1,0,0,0,20091021,253.5554785,"3,797.74",0.379774
60208,9,9,0,5,5,15,15,1,1,2,3,1,0,0,0,0,1,0,0,0,20091021,329.9146091,"6,353.01",0.635301
60209,13,13,0,5,5,15,15,1,1,2,3,1,0,0,0,0,1,0,0,0,20091021,330.3445411,"6,746.32",0.674632
60210,1,1,0,4,5,15,15,1,1,2,3,1,0,0,0,0,1,0,0,0,20091021,230.0759125,"3,321.94",0.332194
60211,6,6,0,5,5,15,15,1,3,1,4,1,0,0,0,0,1,0,0,0,20091021,314.3639661,"5,986.32",0.598632
60212,2,2,0,5,5,15,15,1,3,1,4,1,0,0,0,0,1,0,0,0,20091021,332.0476634,"6,870.43",0.687043
