SUID,SU_Count,SU_ModCoun,AncientCou,SU_Row,SU_Line,SU_RInt,SU_LInt,SU_LU,SU_AgrCond,SU_Pass,SU_Vis,Strategy,SU_Sample,SU_Diag,SU_Frag,SU_Wear,SU_AC,SU_Daub,SU_HM,SU_Lithic,SU_Date,Shape_Leng,Shape_Area,Area_ha
60765,28,0,28,5,5,25,25,3,2,1,1,2,1,8,0,0,1,0,1,0,20091029,469.3967845,"13,422.27",1.34223
60766,23,0,23,5,5,15,15,3,2,1,1,1,1,2,0,0,1,0,0,0,20091029,349.794498,"7,472.61",0.747261
60767,13,0,13,5,5,15,15,3,2,1,1,1,1,4,0,0,1,0,1,1,20091029,313.0415644,"6,075.88",0.607588
60768,3,1,2,5,5,15,15,3,2,1,1,1,0,0,0,0,1,0,0,0,20091029,310.7575994,"5,910.06",0.591006
60769,5,5,0,4,5,15,15,3,2,1,1,1,1,0,0,0,1,0,0,0,20091029,262.6672381,"4,251.16",0.425116
60770,0,0,0,5,4,30,30,4,2,3,1,2,0,0,0,0,0,0,0,0,20091029,513.5672149,"16,358.61",1.63586
60771,0,0,0,5,4,30,30,4,2,3,1,2,0,0,0,0,0,0,0,0,20091029,517.7857292,"16,703.00",1.6703
60772,0,0,0,5,4,30,20,4,2,3,1,2,0,0,0,0,0,0,0,0,20091029,472.7982193,"13,623.35",1.36233
60773,0,0,0,5,4,30,20,4,2,3,1,2,0,0,0,0,0,0,0,0,20091029,383.5503967,"8,439.89",0.843989
60774,0,0,0,5,4,30,20,4,2,3,1,2,0,0,0,0,0,0,0,0,20091029,443.5682109,"11,812.01",1.1812
60775,0,0,0,5,4,30,20,4,2,3,1,2,0,0,0,0,0,0,0,0,20091029,441.0116619,"12,333.96",1.2334
60776,0,0,0,2,4,20,20,4,2,3,1,2,0,0,0,0,0,0,0,0,20091029,286.3876865,"4,192.95",0.419295
60777,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,310.1011033,"5,904.64",0.590464
60778,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091102,363.2617538,"8,108.43",0.810843
60779,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,342.3464998,"7,290.82",0.729082
60780,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,336.5169907,"7,040.41",0.704041
60781,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,355.214357,"7,855.21",0.785521
60782,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,357.4534455,"7,949.08",0.794908
60783,0,0,0,4,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,329.0625741,"6,665.33",0.666533
60784,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,374.1477521,"8,706.28",0.870628
60785,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,358.160592,"7,990.01",0.799001
60786,0,0,0,4,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,298.0889075,"5,424.13",0.542413
60787,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,290.6341392,"4,795.06",0.479506
60788,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,268.4667168,"3,710.04",0.371004
60789,1,1,0,5,4,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,377.1872483,"8,867.70",0.88677
60790,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,383.7573846,"9,167.39",0.916739
60791,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,364.4430129,"8,297.83",0.829783
60792,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,355.6150229,"7,944.95",0.794495
60793,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,375.8808064,"8,735.85",0.873585
60794,0,0,0,6,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,385.5589859,"8,870.64",0.887064
60795,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,364.5798666,"8,087.63",0.808763
60796,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,394.9239153,"9,693.73",0.969373
60797,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,380.0210676,"8,993.95",0.899395
60798,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,379.9262937,"8,932.90",0.89329
60799,0,0,0,8,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,456.2232869,"10,743.31",1.07433
60800,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,418.2618419,"10,152.83",1.01528
60801,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,381.405876,"9,071.21",0.907121
60802,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,378.4055195,"8,916.54",0.891654
60803,0,0,0,6,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,390.9023537,"9,287.41",0.928741
60804,1,1,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,391.5963784,"9,452.75",0.945275
60805,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,378.9134522,"8,898.14",0.889814
60806,0,0,0,7,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,433.6649855,"10,929.70",1.09297
60807,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,433.3003198,"9,861.36",0.986136
60808,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,403.3165155,"10,132.61",1.01326
60809,0,0,0,7,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,423.462832,"11,145.03",1.1145
60810,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,340.6344064,"7,223.64",0.722364
60811,2,1,1,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,372.2427475,"8,607.66",0.860766
60812,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,351.6205423,"7,716.57",0.771657
60813,0,0,0,7,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,358.4539583,"6,875.64",0.687564
60814,1,1,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,374.4708531,"7,954.65",0.795465
60815,1,1,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,391.2081674,"9,529.42",0.952942
60816,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,399.4496519,"10,022.37",1.00224
60817,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,361.5980278,"8,161.62",0.816162
60818,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,248.1377399,"3,363.91",0.336391
60819,0,0,0,5,1,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,249.5859853,"3,119.87",0.311987
60820,0,0,0,5,2,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,266.3604525,"3,814.88",0.381488
60821,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,372.2807346,"7,422.94",0.742293
60822,0,0,0,5,4,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,369.3649063,"8,312.66",0.831266
60823,0,0,0,3,4,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091102,305.6114107,"5,337.72",0.533772
60824,3,3,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,331.1065008,"5,593.72",0.559372
60825,6,3,3,5,5,15,15,1,3,1,4,1,1,3,0,0,0,0,1,1,20091102,366.4584773,"8,205.23",0.820523
60826,10,5,5,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,378.0510145,"8,884.12",0.888412
60827,14,9,5,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,427.2231498,"11,259.51",1.12595
60828,15,6,9,6,5,15,15,1,3,1,4,1,1,2,0,0,0,0,0,0,20091102,381.6148509,"7,274.46",0.727446
60829,48,15,33,5,5,15,15,1,3,1,4,1,1,1,0,0,0,0,0,0,20091102,353.7987673,"7,782.68",0.778268
60830,12,6,6,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,399.4165157,"9,734.29",0.973429
60831,8,6,2,5,5,15,15,1,3,1,4,1,0,0,0,0,1,0,0,0,20091102,396.4311777,"9,729.63",0.972963
60832,4,3,1,5,5,15,15,1,3,1,4,1,0,0,0,0,1,0,0,0,20091102,393.5015013,"9,633.02",0.963302
60833,1,0,1,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,391.8708208,"9,617.51",0.961751
60834,0,0,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,349.3270193,"4,351.78",0.435178
60835,0,0,0,6,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,330.4047415,"4,448.93",0.444893
60836,1,1,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,398.6251966,"9,223.73",0.922373
60837,2,2,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,408.2342591,"10,283.77",1.02838
60838,2,1,1,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,394.8880732,"9,719.92",0.971992
60839,1,0,1,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,424.4009695,"11,152.34",1.11523
60840,0,0,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,422.4131775,"11,142.94",1.11429
60841,0,0,0,4,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,377.7875048,"8,348.24",0.834824
60842,4,1,3,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,392.5270917,"8,614.94",0.861494
60843,9,9,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,418.1430224,"10,901.25",1.09012
60844,1,1,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,404.5172693,"10,213.61",1.02136
60845,2,2,0,5,5,15,15,1,3,1,4,1,0,0,0,0,1,0,0,0,20091102,400.9335898,"9,970.77",0.997077
60846,3,1,2,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,359.1021666,"8,002.60",0.80026
60847,5,5,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,361.5119271,"7,999.53",0.799953
60848,2,2,0,6,4,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091102,347.8728235,"7,649.07",0.764907
60849,0,0,0,5,5,15,15,1,2,1,4,1,0,0,0,0,0,0,0,0,20091102,361.4875394,"8,060.88",0.806088
60850,0,0,0,5,5,15,15,1,2,1,4,1,0,0,0,0,0,0,0,0,20091102,408.1312832,"10,209.09",1.02091
60851,0,0,0,5,5,15,15,1,2,1,4,1,0,0,0,0,0,0,0,0,20091102,394.3768513,"9,661.84",0.966184
60852,0,0,0,5,5,15,15,1,2,1,4,1,0,0,0,0,0,0,0,0,20091102,425.0346476,"11,238.27",1.12383
60853,0,0,0,5,5,15,15,1,2,1,4,1,0,0,0,0,0,0,0,0,20091102,420.8172138,"11,045.30",1.10453
60854,0,0,0,5,5,15,15,1,2,1,4,1,0,0,0,0,0,0,0,0,20091102,405.3722461,"10,258.63",1.02586
60855,0,0,0,4,5,15,15,1,2,1,4,1,0,0,0,0,0,0,0,0,20091102,367.8981743,"5,518.32",0.551831
60856,1,1,0,5,5,15,15,1,2,1,4,1,0,0,0,0,0,0,0,0,20091102,417.1719656,"10,870.01",1.087
60857,3,3,0,5,5,15,15,1,2,1,4,1,0,0,0,0,0,0,0,0,20091102,403.3594441,"10,092.23",1.00922
60858,0,0,0,5,5,15,15,1,2,1,4,1,0,0,0,0,0,0,0,0,20091102,407.8082034,"10,285.82",1.02858
60859,0,0,0,5,5,15,15,1,2,1,4,1,0,0,0,0,0,0,0,0,20091102,419.6045826,"10,934.56",1.09346
60860,0,0,0,5,5,15,15,1,2,1,4,1,0,0,0,0,0,0,0,0,20091102,397.4833457,"9,891.40",0.98914
60861,0,0,0,9,5,15,15,1,2,1,4,1,0,0,0,0,0,0,0,0,20091102,447.2341032,"10,712.21",1.07122
60862,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,321.1605512,"3,531.67",0.353167
60863,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,385.791728,"9,250.40",0.92504
60864,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,408.8526699,"10,036.30",1.00363
60865,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,414.5245119,"10,723.71",1.07237
60866,1,1,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,400.5549061,"10,001.70",1.00017
60867,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,377.8164994,"8,764.38",0.876438
60868,4,4,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,358.4301495,"7,693.98",0.769398
60869,5,4,1,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,397.4977082,"9,809.91",0.980991
60870,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,367.756666,"8,414.47",0.841447
60871,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,368.8507102,"8,499.04",0.849904
60872,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,351.925395,"7,733.54",0.773354
60873,1,1,0,2,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,235.234615,"2,698.77",0.269877
60874,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,369.9469666,"7,670.93",0.767093
60875,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,403.6183002,"10,109.78",1.01098
60876,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,398.4416847,"9,910.75",0.991075
60877,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,385.2455147,"9,053.77",0.905377
60878,3,0,3,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,399.2024858,"9,543.57",0.954357
60879,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,395.4007998,"9,879.93",0.987993
60880,1,1,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,361.756554,"8,516.00",0.8516
60881,5,0,5,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,371.3038282,"8,544.42",0.854442
60882,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,378.0862423,"8,938.23",0.893823
60883,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,379.4978006,"8,993.53",0.899354
60884,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,386.4710801,"9,331.98",0.933198
60885,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,356.1416737,"7,847.94",0.784794
60886,2,1,1,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,377.7045108,"8,653.10",0.86531
60887,0,0,0,5,5,20,25,1,7,1,2,2,0,0,0,0,0,0,0,0,20091103,499.3542887,"16,193.47",1.61935
60888,0,0,0,5,5,20,25,1,7,1,2,2,0,0,0,0,0,0,0,0,20091103,557.4713064,"19,306.28",1.93063
60889,0,0,0,5,5,20,25,1,7,1,2,2,0,0,0,0,0,0,0,0,20091103,516.9865361,"15,909.88",1.59099
60890,1,1,0,5,5,20,25,1,7,1,2,2,0,0,0,0,0,0,0,0,20091103,512.1240332,"16,254.00",1.6254
60891,2,2,0,6,5,20,25,1,7,1,2,2,0,0,0,0,0,0,0,0,20091103,563.2115552,"19,189.11",1.91891
60892,4,4,0,5,5,20,25,1,7,1,1,2,0,0,0,0,0,0,0,0,20091103,552.9418941,"20,168.20",2.01682
60893,0,0,0,5,5,20,25,1,7,1,1,2,0,0,0,0,0,0,0,0,20091103,510.8000766,"15,946.39",1.59464
60894,2,2,0,5,5,20,25,1,7,1,1,2,0,0,0,0,0,0,0,0,20091103,522.1551256,"17,057.26",1.70573
60895,0,0,0,5,5,20,25,3,0,1,1,2,0,0,0,0,0,0,0,0,20091103,499.3233348,"15,459.60",1.54596
60896,0,0,0,5,5,20,25,3,0,1,1,2,0,0,0,0,0,0,0,0,20091103,493.4069582,"15,157.08",1.51571
60897,3,1,2,5,5,20,25,3,0,1,1,2,0,0,0,0,0,0,0,0,20091103,475.1379562,"14,448.76",1.44488
60898,12,1,11,5,3,20,25,3,0,1,1,2,1,0,3,0,0,0,0,0,20091103,416.6132241,"9,942.54",0.994254
60899,4,3,1,4,3,20,25,3,0,1,1,2,0,0,3,0,0,0,0,0,20091103,344.6667227,"7,351.72",0.735172
60900,0,0,0,5,5,20,25,3,0,1,1,2,0,0,0,0,0,0,0,0,20091103,524.0935176,"16,277.64",1.62776
60901,0,0,0,3,5,20,25,3,0,1,1,2,0,0,0,0,0,0,0,0,20091103,407.8363669,"9,107.79",0.910779
60902,0,0,0,5,5,20,25,3,0,1,1,2,0,0,0,0,0,0,0,0,20091103,452.6210242,"12,708.18",1.27082
60903,2,2,0,4,5,20,25,3,0,1,1,2,0,0,0,0,0,0,0,0,20091103,462.8247327,"12,698.12",1.26981
60904,0,0,0,5,5,20,25,3,0,1,1,2,0,0,0,0,0,0,0,0,20091103,422.8242133,"10,911.93",1.09119
60905,1,0,1,5,5,20,25,3,0,1,1,2,1,1,4,0,0,0,0,0,20091103,399.2003538,"9,879.06",0.987906
60906,8,2,6,5,5,20,20,3,0,1,1,2,1,1,4,0,0,0,0,0,20091103,415.0459334,"10,697.65",1.06977
60907,3,0,3,5,5,20,20,3,0,1,1,2,1,3,0,0,0,0,0,0,20091103,464.7959113,"13,269.04",1.3269
60908,4,0,4,5,5,20,20,3,0,1,1,2,1,2,0,0,0,0,0,0,20091103,486.4562502,"14,606.15",1.46062
60909,15,6,9,5,5,20,20,3,0,1,1,2,1,2,0,0,0,0,0,0,20091103,470.2761958,"13,758.58",1.37586
60910,19,0,19,3,2,20,20,3,0,1,1,2,1,4,0,0,0,0,0,0,20091103,202.7593006,"2,072.63",0.207263
60911,92,1,91,5,5,15,15,3,0,1,1,2,1,16,0,0,1,0,1,0,20091103,293.9933541,"5,575.77",0.557577
60912,49,3,46,5,5,15,15,3,0,1,1,2,1,2,4,0,1,0,1,0,20091103,314.6447009,"6,087.38",0.608738
60913,10,0,10,5,5,15,15,3,0,1,1,2,1,1,4,0,0,0,0,0,20091103,331.6174203,"6,482.43",0.648243
60914,5,0,5,5,5,15,15,3,0,1,1,2,0,0,0,0,0,0,0,0,20091103,295.5531693,"5,157.25",0.515725
60915,6,1,5,5,5,15,15,3,0,1,1,2,0,0,0,0,0,0,0,0,20091103,277.1171062,"4,618.48",0.461848
60916,10,0,10,5,5,15,15,3,0,1,1,2,0,0,0,0,0,1,0,0,20091103,280.0354608,"4,676.32",0.467632
60917,0,0,0,4,5,15,15,3,0,1,1,2,0,0,0,0,0,0,0,0,20091103,195.4387984,"2,377.88",0.237788
60918,33,3,30,5,5,15,15,1,2,1,5,1,1,3,3,0,0,0,0,0,20091103,338.2218413,"6,151.83",0.615183
60919,3,0,3,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,349.520542,"7,556.34",0.755634
60920,1,0,1,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,346.297515,"7,303.72",0.730372
60921,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,327.7445793,"6,636.41",0.663641
60922,3,0,3,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,344.1500142,"7,284.63",0.728463
60923,1,0,1,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091103,350.4538557,"7,590.74",0.759074
60924,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,330.8795393,"6,810.52",0.681052
60925,2,1,1,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,324.7442784,"6,585.44",0.658544
60926,2,2,0,3,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091103,261.1610107,"3,973.62",0.397362
60927,6,2,4,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091103,356.136326,"7,835.00",0.7835
60928,2,1,1,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,343.9838641,"7,358.14",0.735814
60929,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,343.1237347,"7,330.28",0.733028
60930,1,0,1,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,338.2047722,"7,101.03",0.710103
60931,1,1,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,339.4700039,"7,147.76",0.714776
60932,1,0,1,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,330.917728,"6,833.46",0.683346
60933,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,343.9267672,"7,383.93",0.738393
60934,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,336.9292001,"7,057.20",0.70572
60935,4,4,0,3,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,232.1311173,"2,990.31",0.299031
60936,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,300.0103337,"5,449.15",0.544915
60937,2,1,1,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091103,311.3126746,"5,977.48",0.597748
60938,1,0,1,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,319.4309811,"6,273.34",0.627334
60939,1,0,1,5,4,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,300.0349049,"5,394.02",0.539402
60940,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,295.0645744,"4,536.73",0.453673
60941,0,0,0,5,4,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,328.145127,"6,380.99",0.638099
60942,3,3,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,349.0155908,"7,546.04",0.754604
60943,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,380.0432481,"8,928.85",0.892885
60944,0,0,0,2,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,270.9234343,"4,160.73",0.416073
60945,2,2,0,5,5,20,20,1,7,1,1,2,0,0,0,0,1,0,0,0,20091103,444.8128969,"11,958.78",1.19588
60946,7,4,3,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091103,301.1991618,"5,638.95",0.563896
60947,6,2,4,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091103,342.8086711,"6,677.07",0.667707
60948,11,4,7,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091103,311.4376884,"6,028.32",0.602832
60949,27,15,12,5,5,15,15,1,2,1,5,1,1,2,0,0,1,0,0,0,20091103,302.2650969,"5,665.29",0.566529
60950,191,82,109,5,5,15,15,1,2,1,5,1,0,0,4,0,1,0,0,0,20091103,335.7342163,"6,760.63",0.676063
60951,523,486,37,5,5,15,15,1,2,1,5,1,1,0,4,0,1,0,0,1,20091103,385.1203108,"9,254.99",0.925499
60952,18,15,3,5,5,15,15,1,2,1,5,1,0,0,4,0,1,0,0,0,20091103,362.670109,"8,201.91",0.820191
60953,2,0,2,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,353.9031222,"7,798.63",0.779863
60954,1,0,1,4,5,15,15,1,2,1,5,1,1,1,4,0,0,0,0,0,20091103,313.3454574,"6,106.56",0.610656
60955,10,8,2,5,5,15,15,1,2,1,5,1,0,0,0,0,1,0,0,0,20091103,330.7500214,"7,136.96",0.713696
60956,8,5,3,5,5,15,15,1,2,1,5,1,0,0,4,0,1,0,0,0,20091103,362.4283189,"8,220.94",0.822094
60957,6,4,2,5,5,15,15,1,1,1,5,1,0,0,4,0,1,0,0,0,20091103,349.0149097,"7,594.47",0.759447
60958,75,50,25,5,5,15,15,1,1,1,5,1,0,9,4,0,1,0,0,0,20091103,353.9913405,"7,753.84",0.775384
60959,568,514,54,5,4,15,15,1,1,1,5,1,1,0,0,0,1,1,1,1,20091103,298.3473023,"5,453.24",0.545324
60960,5,3,2,5,5,15,15,1,1,1,5,1,0,0,0,0,1,1,1,1,20091103,345.1570281,"5,392.36",0.539236
60961,11,10,1,5,5,15,15,1,1,1,5,1,0,0,0,0,1,1,0,1,20091103,320.8337678,"6,410.37",0.641037
60962,11,4,7,5,5,15,15,1,1,1,5,1,1,5,0,0,0,1,1,1,20091103,328.5295483,"6,727.53",0.672753
60963,5,2,3,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091103,336.3489366,"7,021.92",0.702192
60964,3,0,3,6,5,15,15,1,2,1,5,1,1,0,0,0,0,0,0,1,20091103,263.8732859,"2,576.96",0.257696
60965,8,7,1,5,3,15,15,1,3,2,5,1,0,0,0,0,0,0,0,0,20091105,341.934111,"7,272.81",0.727281
60966,4,1,3,5,4,15,15,1,3,2,5,1,0,0,0,0,0,0,0,0,20091105,347.0610098,"7,505.76",0.750576
60967,17,11,6,5,4,15,15,1,3,2,5,1,0,0,0,0,0,0,0,0,20091105,367.6082042,"8,338.95",0.833895
60968,6,1,5,6,4,15,15,1,3,2,5,1,0,0,0,0,0,0,0,0,20091105,378.2227562,"8,747.21",0.874721
60969,4,2,2,5,4,15,15,1,3,2,5,1,0,0,0,0,0,0,0,0,20091105,289.4665021,"5,103.72",0.510372
60970,22,18,4,5,4,15,15,1,3,2,5,1,0,0,0,0,1,0,0,0,20091105,283.7626379,"4,992.01",0.499201
60971,5,2,3,5,4,15,15,1,3,2,5,1,1,1,0,0,0,0,0,0,20091105,329.6608058,"6,726.36",0.672636
60972,4,2,2,5,2,15,15,1,3,2,5,1,0,0,0,0,0,0,0,0,20091105,319.069908,"6,557.97",0.655797
60973,0,0,0,2,4,15,15,1,3,2,5,1,0,0,0,0,0,0,0,0,20091105,150.215391,"1,108.72",0.110872
60974,0,0,0,5,4,15,15,1,3,2,5,1,0,0,0,0,0,0,0,0,20091105,326.0100618,"6,069.06",0.606906
60975,23,16,7,5,4,15,15,1,6,2,5,1,0,0,0,0,1,0,0,0,20091105,305.6161311,"5,819.98",0.581998
60976,6,1,5,4,4,15,15,1,6,2,5,1,0,0,0,0,1,0,0,0,20091105,288.7720061,"5,158.30",0.51583
60977,13,9,4,5,4,15,15,1,6,2,5,1,0,0,0,0,0,0,0,0,20091105,357.8572937,"7,752.31",0.775231
