OBJECTID;SUID;SU_Count;SU_ModCount;SU_Row;SU_Line;SU_RInt;SU_LInt;SU_LU;SU_AgrCond;SU_Pass;SU_Vis;Strategy;AncientCount;SU_Sample;SU_Diag;SU_Frag;SU_Wear;SU_AC;SU_Daub;SU_HM;SU_Lithic;SU_Notes;SU_Date;Shape_Length;Shape_Area
1;61400;53;38;5;6;15;15;1;3;1;5;1;15;1;0;4;4;1;0;0;0;;;346.254382418254010;7468.627992855728700
2;61401;33;33;6;6;15;15;1;3;1;5;1;0;0;0;4;2;1;0;0;0;;;367.228253142699090;8860.740725775038300
3;61402;46;45;5;6;15;15;1;3;1;5;1;1;1;0;3;4;1;0;0;0;;;377.883572244643800;9025.932926182258600
4;61403;36;36;5;6;15;15;1;3;1;5;1;0;0;0;4;3;1;0;0;0;;;388.908534943175650;9116.011008259680200
5;61404;24;23;5;6;15;15;1;3;1;5;1;1;1;0;5;4;1;0;0;0;;;381.892202797714390;8714.216778376854600
6;61405;27;19;5;6;15;15;1;3;1;5;1;8;1;0;3;3;1;0;0;0;;;378.146230899912100;8523.583473932047100
7;61406;38;36;5;6;15;15;1;3;1;5;1;2;1;0;4;3;1;0;0;0;;;391.797250811171010;9102.096658536051100
8;61407;63;61;5;6;15;15;1;3;1;5;1;2;0;0;4;3;1;0;0;0;;;413.581565870039750;9962.661777959718200
9;61408;142;127;5;6;15;15;1;3;1;5;1;15;1;0;4;3;0;0;0;0;;;409.829418092425730;9626.789797449273500
10;61409;40;38;5;6;15;15;1;3;1;5;1;2;0;0;3;3;0;0;0;0;;;432.818320056332080;11292.253493199660000
11;61410;20;18;5;6;15;15;1;3;1;5;1;2;0;0;3;3;0;0;0;0;;;446.461866993545530;12368.692525208680000
12;61411;10;9;5;6;15;15;1;3;1;5;1;1;0;0;3;4;0;0;0;0;;;427.369268533791800;11151.415130871086000
13;61412;12;11;7;6;15;15;1;1;1;5;1;1;1;0;3;4;0;0;0;0;;;380.948042842062700;8907.956582820010200
14;61413;16;16;5;6;15;15;1;1;1;5;1;0;0;0;3;4;0;0;0;0;;;371.136001247714550;8163.674944138092500
15;61414;8;7;5;6;15;15;1;1;1;5;1;1;0;0;3;3;0;0;0;0;;;378.751019634419380;8561.328038996187400
16;61415;11;10;6;6;15;15;1;1;1;5;1;1;0;0;3;3;1;0;0;0;;;390.918957108268160;9186.698032531539900
17;61416;9;9;5;6;15;15;1;8;1;3;1;0;1;0;3;3;1;0;0;0;;;409.095694025641250;10275.094026411889000
18;61417;49;47;5;6;15;15;1;8;1;5;1;2;0;0;3;4;0;0;0;0;;;381.897968602993330;8728.022146170813400
19;61418;77;60;5;6;15;15;1;3;1;5;1;17;1;0;3;4;0;0;0;0;;;416.743143648290580;10592.417552975625000
20;61419;62;51;5;6;15;15;1;3;1;5;1;11;1;0;3;3;0;0;0;0;;;426.545446508838210;10960.520927942820000
21;61420;29;15;5;6;15;15;1;3;1;5;1;14;0;0;3;4;1;0;0;1;;;441.943565677354850;11816.627553363325000
22;61421;29;25;5;6;15;15;1;3;1;5;1;4;0;0;4;4;0;0;0;0;;;442.334941910262390;11773.304979461351000
23;61422;26;26;5;6;15;15;1;3;1;5;1;0;0;0;3;3;1;0;0;0;;;425.878947996134800;10879.796452698774000
24;61423;21;21;4;6;15;15;1;3;1;5;1;0;0;0;3;4;0;0;0;0;;;351.586170343210940;6568.244932782154100
25;61424;13;11;5;5;15;15;1;3;1;5;1;2;0;0;5;3;1;0;0;0;;;356.793594032433020;7717.747804110842500
26;61425;15;9;5;5;15;15;1;3;1;5;1;6;1;0;5;4;1;0;0;1;;;381.900984642880020;9077.802185461172500
27;61426;14;10;5;5;15;15;1;3;1;5;1;4;0;0;4;3;1;0;0;0;;;324.235602976616010;6622.227321566708300
28;61427;10;7;5;5;15;15;1;3;1;5;1;3;0;0;5;3;1;0;0;0;;;324.532075542481780;6510.226915974531900
29;61428;0;0;5;5;15;15;1;1;1;5;1;0;0;0;4;3;0;0;0;0;;;325.223871665534720;6489.282222080864800
30;61429;1;1;5;5;15;15;1;1;1;5;1;0;0;0;3;4;0;0;0;0;;;376.720576414197350;8814.502134585025500
31;61430;14;10;6;5;15;15;1;3;1;5;1;4;0;0;5;4;0;0;0;0;;;383.320068868458520;9167.838463241234400
32;61431;12;11;5;5;15;15;1;1;1;5;1;1;0;0;5;4;0;0;0;0;;;387.714939324749250;9387.857644271282000
33;61432;0;0;5;5;15;15;1;1;1;5;1;0;0;0;4;3;0;0;0;1;;;371.163543778717210;8526.355593157346400
34;61433;16;10;6;5;15;15;1;1;1;5;1;6;0;0;4;3;1;0;0;0;;;383.313055878561730;9106.274148053722500
35;61434;20;7;5;5;15;15;1;1;1;5;1;13;0;0;4;3;1;0;0;0;;;319.995567570696320;6389.962375787439700
36;61435;9;8;5;5;15;15;1;1;1;5;1;1;0;0;4;4;1;0;0;0;;;321.256097477609500;6442.933938655556600
37;61436;14;11;5;5;15;15;1;1;1;5;1;3;0;0;4;3;1;0;0;0;;;335.548326285418850;7035.362394116502400
38;61437;9;7;5;5;15;15;1;1;1;5;1;2;0;0;4;4;1;0;0;0;;;309.262166387085410;5904.361946714296200
39;61438;22;9;5;5;15;15;1;3;1;5;1;13;0;0;5;4;1;0;1;0;;;333.749278765212860;6959.081082687516800
40;61439;11;1;5;5;15;15;1;3;1;5;1;10;1;0;4;3;0;0;0;0;;;308.737215446420690;5863.250091812608800
41;61440;13;11;5;5;15;15;1;1;1;5;1;2;0;0;4;4;1;0;0;0;;;324.267032639028510;6522.747281928834100
42;61441;31;26;5;5;15;15;1;3;1;5;1;5;0;0;5;4;1;0;0;0;;;297.753099102697720;5458.728571893087100
43;61442;6;3;5;5;15;15;1;3;1;5;1;3;0;0;4;3;0;0;0;0;;;309.752205041790210;5973.269669872981500
44;61443;10;8;5;5;15;15;1;3;1;5;1;2;0;0;4;3;1;0;0;0;;;328.937511391290850;6757.041639212212400
45;61444;35;35;6;5;15;15;1;3;1;5;1;0;0;0;4;3;1;0;0;0;;;323.398047110381640;6509.125763739464700
46;61445;0;0;5;5;15;15;3;0;1;1;1;0;0;0;0;0;0;0;0;0;;;333.062087961750420;6650.784178956922000
47;61446;0;0;5;5;15;15;1;1;1;5;1;0;1;0;4;3;1;0;0;0;;;361.354003338385720;8025.352070146545900
48;61447;10;5;5;5;15;15;1;1;1;5;1;5;0;0;4;3;1;0;0;0;;;347.050425179131590;7300.384996970732600
49;61448;18;14;4;5;15;15;1;3;1;5;1;4;0;0;4;3;1;0;0;0;;;341.715079893014660;7265.733339991496900
50;61449;11;4;5;5;15;15;1;3;1;5;1;7;1;0;4;3;1;0;0;0;;;364.869844517217700;8245.622236018078200
51;61450;14;9;5;5;15;15;1;3;1;5;1;5;0;0;4;3;0;0;0;0;;;401.721533742580680;10071.738380601579000
52;61451;16;12;5;5;15;15;1;3;1;5;1;4;0;0;4;5;1;0;0;0;;;375.548869452133200;8722.566358911048200
53;61452;10;9;5;5;15;15;1;3;1;5;1;1;0;0;4;3;1;0;0;0;;;328.853870795125260;6606.868978031157900
54;61453;13;9;5;5;15;15;1;3;1;5;1;4;0;0;3;4;1;0;0;0;;;379.307742467418730;8972.867468481914300
55;61454;20;17;6;5;15;15;1;3;1;5;1;3;0;0;3;3;1;0;0;0;;;360.253947158209480;8099.484347377565400
56;61455;34;16;5;5;15;15;1;3;1;5;1;18;0;0;5;4;1;0;0;0;;;328.155496572745110;6706.852374270820300
57;61456;25;11;5;5;15;15;1;3;1;5;1;14;0;0;5;4;1;0;0;0;;;331.544364201907910;6858.046422230419900
58;61457;27;21;5;5;15;15;1;3;1;5;1;6;0;0;3;4;1;0;0;1;;;330.738608111989610;6821.184351050096700
59;61458;23;14;5;5;15;15;1;3;1;5;1;9;0;0;5;4;0;0;0;0;;;308.031102639757250;5860.099270922790300
60;61459;28;21;5;5;15;15;1;3;1;5;1;7;0;0;4;4;1;0;0;0;;;327.918439350225360;6692.767996951442900
61;61460;34;32;5;5;15;15;1;3;1;5;1;2;1;0;3;4;1;0;0;0;;;314.459715308762950;6153.740013570537500
62;61461;15;15;5;5;15;15;1;1;1;5;1;0;0;0;3;4;1;0;0;0;;;312.307914633913070;5983.425941633076900
63;61462;15;7;5;5;15;15;1;1;1;5;1;8;1;0;4;4;1;0;0;0;;;308.006088822989060;5763.607882489759500
64;61463;11;11;5;5;15;15;1;1;1;5;1;0;1;0;4;4;1;0;0;0;;;307.791344352864710;5706.321076054290600
65;61464;21;17;5;5;15;15;1;1;1;5;1;4;0;0;5;4;1;0;0;0;;;336.504362112803110;6961.106425584490400
66;61465;3;3;2;5;15;15;1;1;1;5;1;0;0;0;4;3;0;0;0;0;;;272.782954156547700;4309.063971941645800
67;61466;1;1;5;5;15;15;1;1;1;5;1;0;0;0;4;4;0;0;0;0;;;286.523302881904560;3659.533544406628600
68;61467;4;4;5;5;15;15;1;1;1;5;1;0;0;0;5;3;1;0;0;0;;;353.772308345050080;7766.407591050037800
69;61468;7;3;5;5;15;15;1;1;1;5;1;4;0;0;4;4;1;0;0;0;;;340.751634805215300;7210.524998081291400
70;61469;17;16;5;5;15;15;1;1;1;5;1;1;0;0;3;4;1;0;0;0;;;319.094297395482040;6299.404788277397500
71;61470;17;16;5;5;15;15;1;1;1;5;1;1;0;0;3;4;1;0;0;0;;;347.500355112475860;7540.394934853800800
72;61471;26;23;5;5;15;15;1;1;1;5;1;3;0;0;4;4;1;0;0;0;;;340.037339359389190;7221.008379668645800
73;61472;18;16;5;5;15;15;1;1;1;5;1;2;1;0;4;3;1;0;0;0;;;364.647225684170790;8284.028159949266400
74;61473;18;13;5;5;15;15;1;1;1;5;1;5;0;0;3;4;1;0;0;0;;;337.594271044736900;7074.836704468663800
75;61474;17;10;5;5;15;15;1;1;1;5;1;7;0;0;4;3;1;0;0;0;;;350.232842899229350;7652.864591042206500
76;61475;16;10;5;5;15;15;1;1;1;5;1;6;0;0;4;4;1;0;0;0;;;302.997965786923710;3678.420526740629600
77;61476;8;6;5;5;15;15;1;1;1;5;1;2;0;0;4;4;1;0;0;0;;;350.165575722070120;7541.698392153621200
78;61477;21;18;5;5;15;15;1;1;1;5;1;3;0;0;4;4;1;0;0;0;;;331.816187077031260;6857.963115134961300
79;61478;28;24;5;5;15;15;1;1;1;5;1;4;0;0;3;4;1;0;0;0;;;332.499116075350120;6895.629327741757200
80;61479;4;4;5;5;15;15;1;1;1;5;1;0;0;0;5;4;1;0;0;0;;;310.895393249814280;6006.672530676258200
81;61480;3;3;5;5;15;15;1;1;1;5;1;0;0;0;4;4;1;0;0;0;;;305.112644249799190;5791.153852056833800
82;61481;10;8;5;5;15;15;1;1;1;5;1;2;0;0;4;4;1;0;0;0;;;322.518102861966380;6448.751840085258700
83;61482;9;8;5;5;15;15;1;1;1;5;1;1;0;0;5;4;1;0;0;0;;;323.180537721170940;6309.651172262576400
84;61483;3;1;5;5;15;15;1;2;1;5;1;2;0;0;5;4;1;0;0;0;;;326.650602059125500;6508.340848128995300
85;61484;6;4;5;5;15;15;1;2;1;5;1;2;1;0;4;3;1;0;0;0;;;346.487413226174450;6872.033280273020900
86;61485;3;2;5;5;15;15;1;2;1;5;1;1;0;0;4;4;1;0;0;0;;;332.749118405199740;5650.266520994408000
87;61486;8;7;5;5;15;15;1;2;1;5;1;1;0;0;4;5;1;0;0;0;;;332.245439194846310;6400.417133342018100
88;61487;13;11;5;5;15;15;1;2;1;5;1;2;0;0;5;4;1;0;0;0;;;328.645746812060280;6664.739194235498900
89;61488;8;7;5;5;15;15;1;1;1;5;1;1;0;0;4;5;1;0;0;0;;;309.772384064423020;5987.597465769713400
90;61489;7;6;6;5;15;15;1;1;1;5;1;1;0;0;4;4;1;0;0;0;;;287.004443150257370;5118.104903192876000
91;61490;9;8;5;5;15;15;1;1;1;5;1;1;0;0;4;5;1;0;0;0;;;319.092028699812150;6328.273426646651400
92;61491;12;12;5;5;15;15;1;1;1;5;1;0;0;0;4;5;1;0;0;0;;;312.744848555373780;6039.803293063134300
93;61492;5;5;5;5;15;15;1;2;1;5;1;0;0;0;4;4;1;0;0;0;;;310.553556046740650;5790.405258170118000
94;61493;7;7;5;5;15;15;1;2;1;5;1;0;0;0;4;3;1;0;0;0;;;331.832011708017940;6374.267376060672200
95;61494;3;3;5;5;15;15;1;2;1;5;1;0;0;0;5;4;1;0;0;0;;;333.140866504373040;5955.360309809199000
96;61495;3;3;5;5;15;15;1;2;1;5;1;0;0;0;5;3;1;0;0;0;;;356.604805671572080;7114.094937906711500
97;61496;6;6;5;5;15;15;1;2;1;5;1;0;0;0;4;4;1;0;0;0;;;343.091266587869370;7218.461589213466100
98;61497;2;2;5;5;15;15;1;2;1;5;1;0;0;0;5;4;1;0;0;0;;;339.059215507873320;7153.028023559840200
99;61498;6;5;5;5;15;15;1;2;1;5;1;1;0;0;4;4;1;0;0;0;;;316.085934413409290;6216.330791619825500
100;61499;7;7;5;5;15;15;1;1;1;5;1;0;0;0;4;4;1;0;0;0;;;341.850964571658780;7247.530768122806000
101;61500;8;8;5;5;15;15;1;1;1;5;1;0;0;0;5;4;1;0;0;0;;;372.559806087976090;8604.235308106568500
102;61501;13;10;5;5;15;15;1;1;1;5;1;3;0;0;3;4;1;0;0;0;;;357.824669670273180;8005.088100237631800
103;61502;18;18;5;5;15;15;1;1;1;5;1;0;0;0;4;4;1;0;0;0;;;396.826820051945620;9638.659965842680300
104;61503;10;9;5;5;15;15;1;1;1;5;1;1;0;0;4;4;1;0;0;0;;;335.445560143027820;6932.139637703854500
105;61504;0;0;5;5;15;15;1;1;1;5;1;0;0;0;3;4;1;0;0;0;;;336.143806646886330;6997.394269895196900
106;61505;11;11;5;5;15;15;1;1;1;5;1;0;0;0;4;4;1;0;0;0;;;352.218304854635960;7734.790319282904400
107;61506;9;8;5;5;15;15;1;1;1;5;1;1;0;0;4;4;1;0;0;0;;;330.962918879137870;6829.027167679099000
108;61507;3;3;5;5;15;15;1;1;1;5;1;0;0;0;4;4;1;0;0;0;;;316.919816828313510;6206.446627746304300
109;61508;4;2;5;5;15;15;1;2;1;5;1;2;0;0;4;4;1;0;0;0;;;333.045388677217660;6923.755766439640000
110;61509;1;0;5;5;15;15;1;2;1;5;1;1;0;0;4;5;1;0;0;0;;;348.048520555492080;7503.768355431637200
111;61510;0;0;5;5;15;15;1;2;1;5;1;0;0;0;0;0;0;0;0;0;;;324.154810000243800;6535.710460783217100
112;61511;1;1;5;5;15;15;1;2;1;5;1;0;0;0;4;4;1;0;0;0;;;320.477639976612070;5844.796192428611000
113;61512;3;3;5;5;15;15;1;2;1;5;1;0;0;0;4;4;1;0;0;0;;;363.045970125271650;7603.831574163312300
114;61513;4;3;5;5;15;15;1;2;1;5;1;1;0;0;4;4;1;0;0;0;;;362.507014506740800;7613.065236202905000
115;61514;5;5;5;5;15;15;1;2;1;5;1;0;0;0;4;5;1;0;0;0;;;339.427829586078130;6541.151579935028200
116;61515;5;5;5;5;15;15;1;2;1;5;1;0;0;0;4;5;1;0;0;0;;;316.904919841077910;5945.410520231273000
117;61516;7;7;5;5;15;15;1;2;1;5;1;0;0;0;4;5;1;0;0;0;;;311.311153449845160;5942.406549348153900
118;61517;0;0;5;5;15;15;1;1;1;5;1;0;0;0;4;4;1;0;0;0;;;257.867373081143230;3799.607982648652100
119;61518;0;0;4;2;15;15;1;1;1;5;1;0;0;0;0;0;0;0;0;0;;;78.392145182404022;165.376269657796400
120;61519;0;0;5;5;15;15;1;1;1;5;1;0;0;0;0;0;0;0;0;0;;;285.476876005181000;4671.801798404700100
121;61520;14;14;5;5;15;15;1;2;1;5;1;0;0;0;4;4;1;0;0;0;;;343.968799676875340;6592.429448997762800
122;61521;9;7;5;5;15;15;1;2;1;5;1;2;1;1;4;5;1;0;0;0;;;374.586596338486520;7931.829596886428600
123;61522;3;3;5;5;15;15;1;2;1;5;1;0;0;0;4;4;1;0;0;0;;;366.632730528016400;7716.838883345983000
124;61523;0;0;5;5;15;15;1;2;1;5;1;0;0;0;0;0;0;0;0;0;;;372.025792412708480;8086.246493704651600
125;61524;6;5;5;5;15;15;1;2;1;5;1;1;0;0;4;5;1;0;0;0;;;349.868699751244830;7168.421572091267100
126;61525;7;5;5;5;15;15;1;2;1;5;1;2;0;0;4;4;1;0;0;0;;;350.749886059659500;7635.514525609853100
127;61526;7;6;5;5;15;15;1;2;1;5;1;1;0;0;5;5;1;0;0;0;;;334.441222075080590;6912.313346715563100
128;61527;4;4;5;5;15;15;1;2;1;5;1;0;0;0;4;4;1;0;0;0;;;355.384406617603020;7885.245045147838000
129;61528;5;4;5;5;15;15;1;2;1;5;1;1;0;0;4;4;1;0;0;0;;;363.639299155326060;8083.394669782843300
130;61529;0;0;5;5;15;15;1;2;1;5;1;0;0;0;0;0;0;0;0;0;;;332.397517259229910;6843.951128334798300
131;61530;1;1;5;5;15;15;1;2;1;5;1;0;0;0;4;5;1;0;0;0;;;326.051555241419920;6620.941018474121800
132;61531;7;7;5;5;15;15;1;2;1;5;1;0;0;0;4;4;1;0;0;0;;;323.798159385211650;6421.161350505553900
133;61532;8;7;5;5;15;15;1;2;1;5;1;1;0;0;4;4;1;0;0;0;;;370.165227704667870;8540.789404040368000
134;61533;15;14;5;5;15;15;1;2;1;5;1;1;0;0;5;4;1;0;0;0;;;378.703993706982890;8927.238853873566800
135;61534;7;7;5;5;15;15;1;2;1;5;1;0;0;0;4;5;1;0;0;0;;;353.747070922087520;7597.819542024495600
136;61535;1;1;5;2;15;15;1;2;1;5;1;0;0;0;4;4;1;0;0;0;;;206.268604937808620;1710.406864918924800
137;61536;11;9;5;3;15;15;1;2;1;5;1;2;1;0;4;4;1;0;0;0;;;241.451717421554520;3520.336288848067900
138;61537;6;4;5;5;15;15;1;2;1;5;1;2;0;0;5;5;1;0;0;0;;;318.425412383394870;6210.237092209092200
139;61538;24;24;5;5;15;15;1;2;1;5;1;0;0;0;4;5;1;0;0;0;;;522.875073284362540;7750.299371641234800
140;61539;11;10;5;5;15;15;1;2;1;5;1;1;0;0;4;4;1;0;0;0;;;322.163031132394560;6355.397275610876000
141;61540;6;2;6;5;15;15;1;2;1;5;1;4;1;0;3;4;1;0;0;0;;;282.598397472780450;4524.488984850635500
142;61541;12;11;5;5;15;15;1;2;1;5;1;1;0;0;4;5;1;0;0;0;;;309.981588583242000;5573.357795496961400
143;61542;18;18;5;5;15;15;1;2;1;5;1;0;0;0;4;5;1;0;0;0;;;331.012345045789740;6532.756119039619100
144;61543;22;16;5;5;15;15;1;2;1;5;1;6;1;0;4;4;1;0;0;0;;;343.152767002555040;7218.634185786828300
145;61544;19;19;5;5;15;15;1;2;1;5;1;0;0;0;5;4;1;0;0;0;;;332.902094256839060;6866.604595149356100
146;61545;22;21;5;5;15;15;1;2;1;5;1;1;0;0;5;5;1;0;0;0;;;328.613320390432590;6724.775778816219800
147;61546;19;19;5;5;15;15;1;2;1;5;1;0;1;0;4;5;1;0;0;0;;;330.831402579825460;6836.528707226874800
148;61547;6;6;5;5;15;15;1;2;1;5;1;0;0;0;5;4;1;0;0;0;;;316.828727105056430;5166.025569167326500
149;61548;5;5;5;4;15;15;1;2;1;5;1;0;0;0;4;4;1;0;0;0;;;258.869041669682700;3853.910719041535200
150;61549;6;6;7;3;15;15;1;2;1;5;1;0;0;0;4;4;0;0;0;0;;;303.551416405442860;3486.825100206164700
151;61549;772;1;5;5;15;15;1;1;2;5;1;771;1;10;3;4;1;0;1;0;amphora handles;;320.326028646605950;6268.173294630110800
152;61550;75;9;5;5;15;15;1;1;2;5;1;66;0;14;4;4;0;0;0;0;;;308.559116675278230;5945.379222475374300
153;61551;119;5;5;5;15;15;1;1;2;5;1;114;1;0;4;4;0;0;0;1;;;312.485032878176640;6082.381213710243200
154;61552;68;4;5;5;15;15;1;1;2;5;1;64;1;3;4;5;0;0;0;0;;;314.145269425128280;6164.975383786625600
155;61554;26;13;5;5;15;15;1;1;2;5;1;13;0;0;5;5;1;0;0;0;;;348.472526852881060;7565.917521127448700
156;61555;28;4;5;5;15;15;1;1;2;5;1;24;0;0;5;5;1;0;0;0;;;358.270516449008030;8018.998679175559100
157;61556;44;10;5;5;15;15;1;1;2;5;1;34;1;0;5;5;1;0;1;0;;;276.043171819492500;4306.143340668317300
158;61587;63;4;5;5;15;15;1;3;1;5;1;59;0;0;4;5;1;0;0;0;;;314.105313868007100;6100.333487705247500
159;61557;35;20;5;5;15;15;1;1;2;5;1;15;0;0;5;5;1;0;0;0;;;328.242728441898350;6683.851957157961800
160;61558;11;1;5;5;15;15;1;1;2;5;1;10;0;0;5;5;1;0;0;0;;;325.320407645979120;6613.484949901871000
161;61559;8;3;5;5;15;15;1;1;2;5;1;5;0;0;5;5;1;0;0;0;;;257.513092519904210;4008.264119052284500
162;61560;55;6;5;5;15;15;1;1;2;5;1;49;0;0;5;5;1;0;0;0;;;312.268279551747700;6073.151073563936700
163;61561;37;4;5;5;15;15;1;1;2;5;1;33;1;8;5;5;1;0;1;0;;;320.373029311881850;6410.773682020392700
164;61562;101;4;5;5;15;15;1;1;2;5;1;97;1;0;5;5;1;0;0;0;;;323.512074654360500;6534.998756735538300
165;61563;154;13;5;5;15;15;1;1;2;5;1;141;0;7;5;5;1;0;1;1;orange lithic flake;;317.730485557382620;6296.479578710039300
166;61564;337;4;5;5;15;15;1;1;2;5;1;333;0;7;5;5;1;0;1;1;lithic flake;;289.816549942134880;4782.576208526731500
167;61565;331;11;5;5;15;15;1;1;2;5;1;320;1;0;3;4;1;1;0;0;;;332.783845815921720;6684.575479665158100
168;61566;409;5;5;5;15;15;1;1;2;5;1;404;1;17;3;4;1;0;0;1;lithic flake honey;;318.945738954401580;6348.132122142157600
169;61567;109;1;5;5;15;15;1;1;2;5;1;108;1;0;4;5;1;0;0;1;lithic flake honey;;326.399974872498090;6650.102282662594000
170;61568;71;3;5;5;15;15;1;1;2;5;1;68;0;2;4;5;1;0;0;1;2 lithic flakes;;319.840832675022170;6391.636262981657600
171;61569;66;4;5;5;15;15;1;1;2;5;1;62;1;0;4;4;1;0;0;0;;;297.851645720520370;5534.476014573067900
172;61570;186;11;5;5;15;15;1;1;2;5;1;175;1;5;3;3;1;0;0;0;;;297.746502203951710;5536.046226141729700
173;61571;651;15;5;5;15;15;1;1;2;5;1;636;1;8;3;4;1;0;1;0;;;307.479657716854660;5904.435726891625600
174;61572;298;4;6;5;15;15;1;1;2;5;1;294;1;7;3;3;1;0;1;0;;;322.756145829869300;6333.378905981804600
175;61573;496;0;5;5;15;15;1;1;2;5;1;496;1;6;3;3;1;0;0;0;;;287.690173227542400;5044.848024666511300
176;61574;929;0;5;5;15;15;1;1;2;5;1;929;1;8;4;4;1;0;1;0;waster, glass bracelet, Black GW;;291.279288190375550;5291.393929379829400
177;61575;565;0;5;5;15;15;1;1;2;5;1;565;1;12;3;4;1;0;1;0;slag, BS rim and frag, GW body;;293.063862525564390;5365.122744022424700
178;61576;264;2;6;5;15;15;1;1;2;5;1;262;0;6;3;4;1;0;0;0;;;290.839130250647660;5275.021316333903100
179;61577;530;0;5;5;15;15;1;1;2;5;1;530;1;7;4;3;1;0;0;0;Thasos Amphora stamp;;295.326605702868330;5414.894779955080600
180;61578;635;1;5;5;15;15;1;1;2;5;1;634;1;6;4;3;1;0;0;0;;;278.654726959486480;4851.176040721488800
181;61579;480;0;5;5;15;15;1;1;2;5;1;480;1;12;3;4;1;0;1;1;amphora foot, ;;276.507972380152240;4765.632346397811500
182;61580;269;0;5;5;15;15;1;1;2;5;1;269;1;4;3;5;1;0;0;0;Amphora foot, BS frags;;257.018228812440380;4116.543392016252300
183;61581;200;0;5;5;15;15;1;1;2;5;1;200;1;1;4;4;1;0;1;0;;;278.762917145467440;4839.644794582748500
184;61582;611;0;5;5;15;15;1;1;2;5;1;611;0;0;5;4;1;0;0;0;;;293.807558863442010;5383.029358853188600
185;61583;455;0;4;5;15;15;1;1;2;5;1;455;0;0;5;4;1;0;0;0;;;258.354775493241850;4147.082102768225900
186;61584;494;0;5;5;15;15;1;1;2;5;1;494;0;1;3;4;1;1;0;0;;;267.882463278862360;4465.197963644927800
187;61586;41;0;4;4;15;15;1;1;2;5;1;41;0;0;5;5;1;0;0;0;;;216.863171376352800;2816.386002358266500
188;61588;9;0;5;5;15;15;1;3;1;5;1;9;0;0;5;5;1;0;0;0;;;326.628499392135150;6588.873152384569900
189;61589;28;1;5;5;15;15;1;3;1;5;1;27;0;0;4;5;1;1;0;0;;;319.682827352066570;6379.863498320442900
190;61590;2;0;5;5;15;15;1;3;1;5;1;2;0;0;4;5;1;0;0;0;;;324.234237617991820;6563.504710910336100
191;61591;5;1;5;5;15;15;1;3;1;5;1;4;0;0;5;5;1;0;0;0;;;332.267459595075080;6858.248770569450200
192;61592;3;1;5;5;15;15;1;3;1;5;1;2;0;0;5;5;0;0;0;0;;;335.667701265475780;6966.945569726820400
193;61593;16;1;5;5;15;15;1;3;1;5;1;15;0;0;4;5;1;0;0;0;;;319.250340863323230;6350.614568901748500
194;61594;12;1;5;5;15;15;1;3;1;5;1;11;0;0;4;5;1;0;0;0;;;322.785635659419770;6501.967377437337700
195;61595;5;2;5;5;15;15;1;3;1;5;1;3;1;0;5;5;1;0;0;1;;;324.941085544526460;6562.055481236315200
196;61596;6;0;5;5;15;15;1;3;1;5;1;6;0;0;5;5;0;0;0;0;;;345.198153958490930;7340.664137560066600
197;61597;16;1;5;5;15;15;1;3;1;5;1;15;1;0;5;5;1;0;0;1;Slag;;318.745142408574960;6316.720750413562200
198;61598;17;0;5;5;15;15;1;3;1;5;1;17;0;0;5;5;1;0;0;0;;;312.411097174198400;6079.531038528546600
199;61599;84;0;5;5;15;15;1;3;1;5;1;84;1;2;5;5;1;0;0;0;;;319.988660167815510;6362.033812954847200
200;61600;136;2;5;5;15;15;1;3;1;5;1;134;0;2;5;5;0;0;0;0;BS frag -lamp?;;326.214348042372190;6623.765836592298000
201;61601;133;2;5;5;0;15;1;3;1;5;1;131;1;2;4;5;1;0;0;0;amphora;;326.223549724820710;6637.715698234369500
202;61602;150;3;5;5;15;15;1;3;1;5;1;147;1;2;5;5;1;0;0;0;;;341.462988546092160;7103.481543744782400
203;61603;17;3;5;5;15;15;1;3;1;5;1;14;0;0;4;5;0;0;0;0;;;342.133524113607850;7272.002299391646400
204;61604;19;1;5;5;15;15;1;3;1;5;1;18;0;0;4;5;1;0;0;0;;;339.798709598482670;7194.427916721933800
205;61605;17;4;5;5;15;15;1;3;1;5;1;13;0;0;4;5;1;0;0;0;;;349.737743185004770;7613.205143153674700
206;61606;18;1;5;5;15;15;1;3;1;5;1;17;0;0;4;5;1;0;0;0;;;331.200677943618190;6843.336914176838000
207;61607;11;0;5;5;15;15;1;3;1;5;1;11;0;0;5;5;0;0;0;0;;;314.059130590249540;6114.657895676298700
208;61608;13;3;5;5;15;15;1;3;1;5;1;10;0;0;5;5;1;0;0;0;;;299.619190895523390;5556.515015455432100
209;61609;30;2;5;5;15;15;1;3;1;5;1;28;0;0;5;5;1;0;0;0;;;333.508619884957970;6860.788048370261100
210;61610;17;0;5;5;15;15;1;3;1;5;1;17;0;0;5;5;1;0;0;0;;;320.021052530837440;6370.404032171435600
211;61611;6;0;5;5;15;15;1;3;1;5;1;6;0;0;5;5;1;0;0;0;;;333.158711021837800;6861.819955215068100
212;61612;12;1;5;5;15;15;1;3;1;5;1;11;0;0;5;5;1;0;0;0;;;332.464195899465840;6843.103280569910600
213;61613;31;1;5;5;15;15;1;3;1;5;1;30;0;0;4;5;1;0;0;0;;;327.284757811045840;6650.246189164889100
214;61614;31;2;6;5;15;15;1;3;1;5;1;29;0;0;5;5;1;0;0;0;;;341.293670195319520;7159.019900535442500
