OBJECTID;SUID;SU_Count;SU_ModCount;SU_Row;SU_Line;SU_RInt;SU_LInt;SU_LU;SU_AgrCond;SU_Pass;SU_Vis;Strategy;AncientCount;SU_Sample;SU_Diag;SU_Frag;SU_Wear;SU_AC;SU_Daub;SU_HM;SU_Lithic;SU_Notes;SU_Date;Shape_Length;Shape_Area
1877;61003;9;0;5;4;15;15;1;2;2;5;1;9;0;0;0;0;0;0;0;0;;20091105;275.990315067239010;4651.028612487687500
1878;61004;3;1;5;4;15;15;1;2;2;5;1;2;0;0;0;0;0;0;0;0;;20091105;280.377277662569780;4789.811535148976900
1879;61005;26;0;5;4;15;15;1;2;2;1;1;26;1;6;0;0;1;0;0;0;;20091105;317.926432608886500;6160.906558333417700
1880;61006;97;0;5;4;15;15;1;2;2;1;1;97;1;9;3;0;0;0;0;1;;20091105;293.869570036377810;5361.194753915917300
1881;61007;124;0;5;4;15;15;3;0;2;1;1;124;0;0;0;0;1;0;0;0;;20091105;307.568679577152300;5814.511928564908900
1882;61008;45;0;5;4;15;15;3;0;2;1;1;45;0;9;0;0;1;0;1;0;;20091105;286.308428294523540;5099.587301094663400
1883;61009;23;0;5;4;15;15;3;0;2;1;1;23;0;0;0;0;0;0;0;0;;20091105;307.685826484159520;5851.679280680700700
1884;61010;11;0;5;4;15;15;3;0;2;1;1;11;0;0;0;0;0;0;0;0;;20091105;303.596135810690040;5697.249816531883000
1885;61011;5;0;5;4;15;15;3;0;2;1;1;5;0;0;0;0;0;0;0;0;;20091105;358.101671767965740;7929.285117032619400
1886;61012;5;0;5;4;15;15;3;0;2;1;1;5;0;0;0;0;0;0;0;0;;20091105;341.898408980874310;7165.038606285999800
1887;61013;85;0;6;4;15;15;3;0;2;1;1;85;0;5;4;0;1;0;0;0;;20091105;339.706197989282150;7102.942663017315700
1888;61014;7;0;5;4;20;20;3;0;2;1;2;7;0;0;0;0;0;0;0;0;;20091105;477.094844709591260;14129.877895481532000
1889;61051;0;0;5;5;20;20;1;7;1;1;2;0;0;0;0;0;0;0;0;0;;20091106;437.519289566387500;11941.170614131392000
1890;61052;0;0;5;5;20;20;1;7;1;1;2;0;0;0;0;0;0;0;0;0;;20091106;442.941000334401000;12056.821532234331000
1891;61053;0;0;5;5;20;20;1;7;1;1;2;0;0;0;0;0;0;0;0;0;;20091106;468.875372689514280;13678.779946946466000
1892;61054;1;1;5;5;20;20;1;7;1;1;2;0;0;0;0;0;0;0;0;0;;20091106;453.314445361891390;12785.418715750739000
1893;61055;0;0;3;5;20;20;1;7;1;1;2;0;0;0;0;0;0;0;0;0;;20091106;362.005592512943850;7746.089105589153400
1894;61056;27;0;5;5;20;20;1;7;1;1;2;27;1;1;5;2;0;1;1;0;;20091106;418.465222396823440;10606.453245493927000
1895;61057;2;0;4;5;20;20;1;7;1;1;2;2;0;0;5;2;0;0;0;0;;20091106;388.384037800334800;9402.798268724971400
1896;61058;1;0;5;3;20;20;1;7;1;1;2;1;0;0;0;0;0;0;0;0;;20091106;335.794712237310760;6888.723246627015200
1897;61059;0;0;5;3;20;20;1;7;1;1;2;0;0;0;0;0;0;0;0;0;;20091106;350.446966579233620;4431.127495349666800
1898;61064;0;0;5;3;25;25;1;7;1;1;2;0;0;0;0;0;0;0;0;0;;20091106;365.204573130186650;7247.543342434944000
1899;61065;35;0;4;3;25;25;1;7;1;1;2;35;1;2;3;0;0;0;1;0;;20091106;380.052701181170850;8501.123473064966700
1900;61066;45;0;4;3;25;25;1;7;1;1;2;45;0;0;3;0;0;0;1;0;;20091106;359.959146869778690;7897.286907358698000
1901;61067;9;0;4;3;25;25;1;7;1;1;2;9;1;1;0;0;0;0;0;0;;20091106;348.241162021169660;7528.460983384957200
1902;61068;1;0;5;3;25;25;1;7;1;1;2;1;0;0;0;0;0;0;0;0;;20091106;349.704919552010780;7625.873191296565900
1903;61069;1;0;4;3;15;15;1;7;1;1;1;1;0;0;0;0;0;0;0;0;;20091106;283.463067700478180;4638.815283045401900
1904;61070;2;0;5;3;15;15;1;7;1;1;1;2;0;0;0;0;0;0;0;0;;20091106;276.812466664567470;4576.349799203793700
1905;61071;27;0;5;3;15;15;1;7;1;1;1;27;1;5;5;0;0;0;0;0;;20091106;280.519087254217370;4808.701040326597600
1906;61072;45;0;5;3;15;15;1;1;3;5;1;45;1;5;4;0;0;0;0;0;;20091106;273.308882048953590;4430.498368224031800
1907;61073;26;0;4;3;15;15;1;1;3;5;1;26;0;0;0;0;0;0;0;0;;20091106;247.738050703871750;3530.288260078895300
1908;61080;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;256.570368162848920;4062.557516508341000
1909;61081;1;1;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;269.616259070013940;4514.725033351740400
1910;61082;1;0;5;4;15;15;1;3;1;5;1;1;0;0;0;0;0;0;1;0;;20091107;274.411681105995570;4606.212893400748700
1911;61119;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;335.778478155796170;6988.849842199368100
1912;61120;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;345.478172164633350;7455.082882057957200
1913;61121;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;340.183636830986020;7211.326543375867000
1914;61122;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;312.790271835648870;6106.583381865483700
1915;61123;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;306.265553969717590;5827.416465753232800
1916;61124;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;332.098234665149790;6462.573897980128100
1917;61125;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;322.377374789174500;6426.023038729503200
1918;61126;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;321.657586136315390;6393.912892330181400
1919;61127;1;1;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;346.637657784849920;7334.106157319849400
1920;61128;1;1;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;315.014221863248280;6142.235353776087300
1921;61129;2;2;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;313.614619263284910;5965.720327434192800
1922;61130;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;320.299028537135540;6279.728661505876500
1923;61131;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;324.403437096422520;6539.940506171895300
1924;61132;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;212.036627139155880;2463.694377246874400
1925;61133;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;256.200136796206830;4045.261646216050400
1926;61134;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;282.308077242542650;4924.344154218976700
1927;61135;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;314.976096012264860;6054.706453786292500
1928;61136;1;1;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;310.371652196869040;5889.878632603997200
1929;61137;1;1;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;316.517435292162130;6066.524483363258700
1930;61138;5;2;5;4;15;15;1;3;1;5;1;3;0;0;0;0;0;0;0;0;;20091107;307.781960948266320;5714.096184730109600
1931;61139;2;1;5;4;15;15;1;3;1;5;1;1;0;0;0;0;0;1;0;0;;20091107;293.333601740860560;5202.546790972775900
1932;61140;4;3;5;4;15;15;1;3;1;5;1;1;0;0;0;0;0;0;0;0;;20091107;293.573302896329490;5176.480430820252000
1933;61141;2;0;5;4;15;15;1;3;1;5;1;2;1;1;0;0;0;0;0;0;;20091107;258.216098581287780;4023.921969013165800
1934;61142;2;1;5;4;15;15;1;3;1;5;1;1;1;1;3;3;0;0;0;0;;20091107;319.142197058008830;6103.740750616686500
1935;61143;7;4;5;4;15;15;1;3;1;5;1;3;0;0;0;0;0;0;0;0;;20091107;301.118544248575180;5589.035545204025800
1936;61144;9;3;5;4;15;15;1;3;1;5;1;6;0;0;0;0;0;0;0;0;;20091107;316.305310243711630;6208.186150799007000
1937;61145;3;1;5;4;15;15;1;3;1;5;1;2;0;0;0;0;0;0;0;0;;20091107;310.679322332976710;5962.298976324368600
1938;61146;4;3;5;4;15;15;1;3;1;5;1;1;0;0;0;0;0;0;0;0;;20091107;304.154055480182930;5742.783843960139200
1939;61147;5;4;5;4;15;15;1;3;1;5;1;1;0;0;0;0;0;0;0;0;;20091107;334.005633508947260;6887.933965931384600
1940;61148;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;356.184920365718260;7903.528502327465500
1941;61149;1;0;5;4;15;15;1;3;1;5;1;1;0;0;0;0;0;0;0;0;;20091107;353.244501915139720;7672.485721092818500
1942;61150;1;1;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;281.630386067421740;4549.260363783203500
1943;61151;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;315.111892670302610;6052.599154694447900
1944;61152;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;304.209614754619570;5750.655299661873900
1945;61153;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;312.159101040602420;6000.015872716989200
1946;61154;1;0;5;4;15;15;1;3;1;5;1;1;0;0;0;0;0;0;0;0;;20091107;333.630452713359890;6769.393105006102800
1947;61155;6;2;5;4;15;15;1;3;1;5;1;4;0;0;0;0;0;1;0;1;;20091107;343.089940284260250;7301.407746440738300
1948;61156;3;3;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;322.210909235278680;6451.636741690277600
1949;61157;10;6;5;4;15;15;1;3;1;5;1;4;1;1;0;0;0;0;0;0;;20091107;316.363165885788870;6212.259105177543500
1950;61158;1;0;5;4;15;15;1;3;1;5;1;1;0;0;0;0;0;0;0;0;;20091107;342.145746712766080;7179.128352159395900
1951;61159;0;0;4;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;215.406285494909350;2343.195271442000400
1952;61160;1;1;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;327.103326054820850;6627.395841286248500
1953;61161;4;3;5;4;15;15;1;3;1;5;1;1;0;0;0;0;0;0;0;0;;20091107;311.606930803678780;6037.917024662298900
1954;61162;1;1;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;299.706784093885690;5556.631427224603600
1955;61163;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;283.473017637281430;4974.751415540959900
1956;61164;2;0;5;4;15;15;1;3;1;5;1;2;0;0;0;0;0;0;0;0;;20091107;290.805571884120350;5187.477595901960700
1957;61165;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;297.070803939056190;5213.634409593995800
1958;61166;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;281.690020217099800;4674.254670462467400
1959;61167;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;292.102594153098380;5096.730198253300800
1960;61168;0;0;6;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;260.950019608654660;4188.905714054265400
1961;61169;6;3;5;4;15;15;1;3;1;5;1;3;1;1;0;0;0;0;0;0;;20091107;268.170377838444320;4251.127398593447700
1962;61170;1;1;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;290.678170646483810;4881.558170315753200
1963;61171;2;2;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;280.584932797375640;4712.147689211444200
1964;61172;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;284.333399016075250;4832.456950049176200
1965;61173;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;287.548195919996030;4906.552019869779500
1966;61174;0;0;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;308.873971662683570;5702.879345395340400
1967;61175;1;1;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;319.643719450034270;6255.868558149510100
1968;61176;1;1;5;4;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;302.902989623007780;5716.447878462058700
1969;61177;1;0;5;4;15;15;1;3;1;5;1;1;0;0;0;0;0;0;0;0;;20091107;302.956052608567970;5652.377877156790400
1970;61178;0;0;5;4;15;15;1;6;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;272.855807910602720;3926.432271333068900
1971;61179;0;0;5;4;15;15;1;6;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;283.296010155620590;4946.476044672742300
1972;61180;0;0;5;4;15;15;1;6;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;287.103886374442820;5044.939173352911900
1973;61181;0;0;5;4;15;15;1;6;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;300.415854412637490;5492.473693483193500
1974;61182;0;0;5;4;15;15;1;6;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;296.985375649156990;5385.724393964806900
1975;61183;0;0;5;4;15;15;1;6;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;295.262945038117210;5311.006287590510500
1976;61184;1;1;5;4;15;15;1;6;1;5;1;0;0;0;0;0;0;0;0;0;;20091107;278.558649583605470;4743.776838104173300
1977;61185;0;0;6;4;15;15;1;6;1;5;1;0;0;0;0;0;0;0;0;1;;20091107;261.652762587536700;4204.030253942918500
1978;61186;1;0;5;5;15;15;1;3;1;5;1;1;1;3;0;0;0;0;0;0;;20091109;335.814312919178060;6898.842246957786300
1979;61187;1;0;5;5;15;15;1;3;1;5;1;1;0;0;0;0;0;0;0;0;;20091109;304.135144526803000;5631.172765497403800
1980;61219;112;0;5;5;15;15;1;3;1;5;1;112;0;0;4;0;0;0;0;0;;20091109;307.230558438818490;5865.852251719406900
1981;61220;316;150;5;5;15;15;1;3;1;5;1;166;1;15;3;0;0;0;1;0;;20091109;351.033257812440520;7625.097884652108400
1982;61221;55;2;6;5;15;15;1;3;1;5;1;53;1;2;4;0;0;0;1;0;;20091109;350.709521501488840;7603.674018958920000
1983;61222;120;0;5;5;15;15;1;3;1;5;1;120;1;9;4;4;0;0;1;0;;20091109;360.814656541932440;7997.612498384922200
1984;61223;324;0;5;5;15;15;1;3;1;5;1;324;1;29;5;4;0;1;0;0;;20091109;332.992626850768490;6867.939870097968200
1985;61224;644;0;5;5;15;15;1;3;1;5;1;644;1;15;4;0;0;0;0;0;;20091109;311.426158462337580;6041.520474639730300
1986;61225;56;0;5;5;15;15;1;3;1;5;1;56;1;0;5;0;0;0;0;0;;20091109;317.686474283874300;6267.986482682287700
1987;61226;206;1;5;5;15;15;1;3;1;5;1;205;1;0;5;0;0;0;0;0;;20091109;319.429250912246230;6319.339239547542100
1988;61227;341;4;5;5;15;15;1;3;1;5;1;337;0;7;4;0;0;1;0;1;;20091109;323.915179384768350;6535.390635275054600
1989;61228;118;0;5;5;15;15;1;3;1;5;1;118;1;11;4;0;0;0;0;1;;20091109;337.463637265163980;6982.803773133313400
1990;61229;180;5;5;5;15;15;1;3;1;5;1;175;1;2;0;0;0;0;0;0;;20091109;327.035738117284150;6639.423295038635800
1991;61230;54;11;6;5;15;15;1;3;1;5;1;43;0;4;0;0;0;1;0;0;;20091109;317.924828270295170;6492.068263681114300
1992;61231;140;0;5;3;15;15;1;3;1;5;1;140;0;0;3;0;0;0;0;1;;20091109;268.260502407723040;2757.420671994508700
1993;61232;327;15;5;5;15;15;1;3;1;5;1;312;1;5;3;4;0;0;1;1;;20091109;290.444062108194880;5542.224347515735600
1994;61233;216;0;5;5;15;15;1;3;1;5;1;216;1;12;3;4;0;0;1;0;;20091109;333.612122487608470;6871.748506578695900
1995;61234;938;893;5;5;15;15;1;3;1;5;1;45;1;5;3;0;0;0;1;0;;20091109;307.280186530282780;5881.162283412377300
1996;61235;339;24;5;5;15;15;1;3;1;5;1;315;1;10;3;0;0;1;1;1;;20091109;321.787285055702680;6314.778398261096300
1997;61236;1057;529;5;5;15;15;1;3;1;5;1;528;1;6;4;4;1;0;0;0;;20091109;326.306247162079900;6622.153840363089300
1998;61237;1616;1;5;5;15;15;1;3;1;5;1;1615;0;23;3;3;1;0;0;1;;20091109;308.723253062408900;5934.713624155132500
1999;61238;529;0;5;5;15;15;1;3;1;5;1;529;1;7;3;3;0;0;1;0;;20091109;304.567451124005630;5755.987849810591800
2000;61239;465;0;6;5;15;15;1;3;1;5;1;465;1;4;4;0;0;0;0;0;;20091109;485.659303921272000;5917.630235214302000
2001;61240;331;6;5;5;15;15;1;3;1;5;1;325;1;0;3;3;0;0;0;0;;20091109;309.513362319612380;5953.934984047100400
2002;61241;562;0;5;5;15;15;1;3;1;5;1;562;1;4;2;3;0;0;0;0;;20091109;315.061586750149220;6114.993103818128500
2003;61242;685;0;5;3;15;15;1;3;1;5;1;685;1;0;0;0;0;0;1;0;;20091109;330.355545944592000;6610.936250058055500
2004;61243;943;15;5;5;15;15;1;3;1;5;1;928;0;0;0;0;0;0;0;0;;20091109;323.827053806844670;6685.394650341130700
2005;61244;329;1;5;5;15;15;1;3;1;5;1;328;0;0;0;0;0;0;0;0;;20091109;329.891618653643720;6442.448297093823400
2006;61245;112;13;5;5;15;15;1;3;1;5;1;99;0;0;0;0;0;0;0;0;;20091109;308.265517631677200;5834.047815700400900
2007;61246;73;0;4;4;15;15;1;3;1;5;1;73;0;0;4;0;0;0;0;0;;20091109;250.697550506373740;2336.682171489854700
2008;61247;61;0;5;3;15;15;1;3;1;5;1;61;0;0;0;0;0;0;0;0;;20091109;277.473802878549920;2692.261760502185100
2009;61248;44;0;4;3;15;15;1;3;1;5;1;44;0;0;0;0;0;0;0;0;;20091109;261.589217494959200;3661.105628160145000
2010;61249;1375;0;7;5;15;15;1;3;1;5;1;1375;0;0;3;3;0;0;1;0;;20091109;320.200760873211440;6033.190699419337800
2011;60222;53;53;5;5;15;15;1;3;1;4;1;0;0;0;0;0;1;0;0;0;;20091021;303.530791159345310;5705.372991225578500
2012;60223;2;2;5;5;15;15;1;3;1;4;1;0;0;0;0;0;1;0;0;0;;20091021;311.742979485327960;6032.234120706201800
2013;60224;34;34;5;5;15;15;1;3;1;4;1;0;0;0;0;0;1;0;0;0;;20091021;318.064498427859920;6194.339469944373400
2014;60225;104;104;5;5;15;15;1;3;1;4;1;0;0;0;0;0;1;0;0;0;;20091021;319.456449204991940;6349.947883002889300
2015;60226;8;8;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091021;314.602078290297300;6159.049091311231700
2016;60227;2;2;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091021;334.158081195297430;6950.538993073873800
2017;60228;4;4;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091021;335.812323065165340;7039.267821856168700
2018;60229;12;12;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091021;348.191019310944740;7566.876947102284200
2019;60230;14;14;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091021;354.438744832475610;7835.936498008580200
2020;60231;14;14;5;5;10;10;1;3;2;4;1;0;0;0;4;0;1;0;0;0;;20091021;287.471801957270260;4807.122861159266900
2021;60232;13;13;5;5;10;10;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091021;326.374055905211950;6544.313956243306200
2022;60233;3;3;5;5;15;15;1;3;2;4;1;0;0;0;2;0;1;0;0;0;;20091021;305.351222277229790;5754.567303530580800
2023;60234;2;2;5;5;15;15;1;3;2;4;1;0;0;0;2;0;1;0;0;0;;20091021;314.999525550815290;6046.062964809179900
2024;60235;1;1;5;5;15;15;1;3;1;4;1;0;0;0;0;0;1;0;0;0;;20091021;300.193757926716100;5558.127462473198600
2025;60236;36;36;5;5;15;15;1;3;1;4;1;0;0;0;3;0;1;0;0;0;;20091021;315.956427527502230;6174.939970581607700
2026;60237;4;4;5;5;15;15;1;3;1;4;1;0;0;0;4;0;1;0;0;0;;20091021;346.995459991167310;6721.007122681407100
2027;60274;1;1;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;290.701141010116200;4851.321455807990800
2028;60275;4;4;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;288.069775084605740;4991.466212552424600
2029;60276;2;2;5;5;15;15;1;3;2;4;1;0;0;0;4;0;0;0;0;0;;20091022;303.247237724306330;5559.158205142619400
2030;60277;1;1;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;331.725907867581550;6712.100780836508400
2031;60278;1;1;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;314.422168891367330;6136.651292968103000
2032;60279;1;1;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;302.924634871971760;5699.672135526605400
2033;60280;0;0;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;320.268062183878900;6283.572157447088100
2034;60281;1;1;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;311.016716992991180;5958.601686558791700
2035;60282;0;0;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;305.868197741192600;5779.778895976975000
2036;60283;0;0;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;308.246126004021960;5838.641576976094300
2037;60284;2;2;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;307.391282088623480;5796.690916219752600
2038;60285;0;0;6;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;341.858167193293470;7027.099338598627600
2039;60286;1;1;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;331.377429110899070;6837.123684151754800
2040;60287;4;4;5;5;15;15;1;3;2;4;1;0;1;0;0;0;1;0;0;1;;20091022;338.771419358691110;7153.881710087534900
2041;60288;0;0;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;349.322569395329650;7617.346079788762800
2042;60289;0;0;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;331.207538020109440;6829.810262945055000
2043;60290;1;1;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;334.498001247518230;6983.520810872427300
2044;60291;1;1;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;343.097147087787900;7332.843148730956300
2045;60292;1;1;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;330.425041546164950;6796.065217810588400
2046;60293;1;1;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;339.213209402993410;7141.456868739855100
2047;60264;5;5;5;5;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091021;299.279534358608600;5517.812129139812900
2048;60265;5;5;5;5;15;15;1;3;1;5;1;0;0;0;0;0;1;0;0;0;;20091021;299.461995959555910;5489.965307175509200
2049;60266;0;0;5;5;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091021;299.372596816758000;5520.877224898226800
2050;60267;1;1;5;5;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091021;302.797573593012320;5654.647864474871300
2051;60268;1;1;5;5;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091021;298.538954370471740;5504.378494947992300
2052;60269;0;0;5;5;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091021;303.728664637770520;5685.617918457668600
2053;60270;0;0;5;5;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091021;302.000267849344940;5650.767278187848200
2054;60271;1;1;5;5;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091021;300.408150726575230;5541.008306809061700
2055;60272;1;1;5;4;15;15;1;3;1;5;1;0;0;0;0;0;1;0;0;0;;20091021;300.862344131873210;5726.676561665947700
2056;60273;0;0;3;2;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091021;207.214626534234240;1930.472264954081500
2057;61278;4;0;3;5;15;15;1;3;1;5;1;4;1;0;0;0;0;0;1;1;;20091110;248.085319197823170;3822.556727664386000
2058;60303;0;0;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;328.012983847411020;6700.152423373127900
2059;60304;0;0;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;320.346323356815900;6372.727191877023900
2060;60305;2;2;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;315.891755440151310;6195.916713085392100
2061;60306;0;0;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;310.988925492849890;6027.020304438077800
2062;60307;1;1;6;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;347.156163353736930;7472.778619765280400
2063;60308;0;0;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;347.220845216202800;7391.727340378027300
2064;60309;0;0;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;337.253267387850710;7093.602840134120900
2065;60310;0;0;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;336.332989928010870;6987.370915307205000
2066;60311;1;1;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;330.506315046460660;6778.177870367218900
2067;60312;0;0;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;331.106022755645650;6847.340189023580000
2068;60313;3;3;5;5;15;15;1;3;2;4;1;0;1;2;0;0;1;0;0;0;;20091022;343.262151066088220;7364.250061847649700
2069;60314;16;16;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;358.768125574176000;8013.492103885786500
2070;60315;19;19;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;358.708058669703580;7979.513028728404600
2071;60316;0;0;5;5;15;15;1;3;2;4;1;0;0;0;3;0;1;0;0;0;;20091022;337.109738765797490;7075.683407922302600
2072;60317;0;0;6;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;317.486509622548060;5851.621216420380700
2073;60318;0;0;5;5;15;15;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;283.696645878968700;3849.121905553998200
2074;60319;3;3;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;311.757098571602800;6056.440199852835600
2075;60320;0;0;5;5;15;15;2;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091022;321.559563014275340;6452.730358651822800
2076;60321;4;4;5;5;15;15;1;4;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;326.704962401112250;6669.558131571360700
2077;60322;5;5;5;5;15;15;1;3;2;4;1;0;0;0;4;0;1;0;0;0;;20091022;335.078206211965440;6985.355962813891000
2078;60323;4;4;5;5;15;15;1;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;355.568113678538850;7862.889871411766800
2079;60324;0;0;5;5;15;15;2;3;2;4;1;0;0;0;0;0;1;0;0;0;;20091022;317.326867259378450;6285.290806023003800
